"Id","Tool Detection","Repository","File","Type","Lines","Method Lines","Prompt","Original Method","Refactored Method","Refactored","Removed smell","Test passed","Added smell","Test After","Coverage 
after","Observation"
40,"snutsjs","atlassian/react-beautiful-dnd","/test/unit/health/src-file-name-convention.spec.js","ConditionalTestLogic","{""startLine"":28,""endLine"":30}","start: 18 end: 41","In this test file, the following lines contain a bad design pattern (also known as a test smell):

Lines {""startLine"":28,""endLine"":30}  – ConditionalTestLogic
Occurs due to the presence of test methods that contain conditional statements, such as the use of if-else or loops like for or while. Test methods that include conditional statements can compromise the effectiveness of tests
To improve test quality and maintainability, can you refactor the method to eliminate ConditionalTestLogic while ensuring the test remains clear and effective?","it('should have every prettier target following the file name convention', async () => {
 const targets: string[] = pkg.config.prettier_target.split(' ');
 const paths: string[] = await globby(targets);

 invariant(
 paths.length,
 'Could not find files to test against file name convention',
 );

 paths.forEach((filePath: string) => {
 if (exceptions.includes(filePath)) {
 return;
 }

 const isMatching: boolean = isSnakeCase(filePath);

 invariant(
 isMatching,
 `${filePath} does not follow the file path convention (snake-case.js) ${convention.toString()}`,
 );

 expect(isMatching).toBe(true);
 });
});",,"FALSE","FALSE","FALSE","FALSE",,,
41,"snutsjs","atlassian/react-beautiful-dnd","/test/unit/docs/content.spec.js","ConditionalTestLogic","{""startLine"":20,""endLine"":25}","start: 8 end: 30","In this test file, the following lines contain a bad design pattern (also known as a test smell):

Lines {""startLine"":20,""endLine"":25}  – ConditionalTestLogic
Occurs due to the presence of test methods that contain conditional statements, such as the use of if-else or loops like for or while. Test methods that include conditional statements can compromise the effectiveness of tests
To improve test quality and maintainability, can you refactor the method to eliminate ConditionalTestLogic while ensuring the test remains clear and effective?","it('should end all nested docs with a link back to the documentation root', async () => {
 const files: string[] = await globby('docs/**/*.md');
 expect(files.length).toBeGreaterThan(0);
 const backLink: string =
 '[← Back to documentation](/README.md#documentation-)';

 for (const file of files) {
 const contents: string = await fs.readFile(file, 'utf8');

 // Printing a nice message to allow for quick fixing
 const endsWithBacklink: boolean = contents.trim().endsWith(backLink);

 if (!endsWithBacklink) {
 expect(`
 File: ""${file}""
 Did not end with back link
 `).toBe(true);
 }

 // need at least one assertion
 expect(true).toBe(true);
 }
});",,"FALSE","FALSE","FALSE","FALSE",,,
42,"snutsjs","atlassian/react-beautiful-dnd","/test/unit/view/use-droppable-publisher/is-element-scrollable.spec.js","SubOptimalAssert","{""startLine"":21,""endLine"":21}","start: 16 end: 23","In this test file, the following lines contain a bad design pattern (also known as a test smell):

Lines {""startLine"":21,""endLine"":21}  – SubOptimalAssert
Occurs when the assertions used in tests are not ideal for verifying the specific condition being tested. Using more specific and expressive assertions can improve test clarity and make results more useful
To improve test quality and maintainability, can you refactor the method to eliminate ConditionalTestLogic while ensuring the test remains clear and effective?","it('should return false if an element has overflow:visible', () => {
 ['overflowY', 'overflowX'].forEach((overflow: string) => {
 const el: HTMLElement = document.createElement('div');
 // $ExpectError - flow being mean
 el.style[overflow] = 'visible';
 expect(getClosestScrollable(el)).toBe(null);
 });
});",,"FALSE","FALSE","FALSE","FALSE",,,
43,"snutsjs","atlassian/react-beautiful-dnd","/test/unit/view/use-droppable-publisher/is-element-scrollable.spec.js","SubOptimalAssert","{""startLine"":64,""endLine"":64}","start: 60 end: 66","In this test file, the following lines contain a bad design pattern (also known as a test smell):

Lines {""startLine"":64,""endLine"":64}  – SubOptimalAssert
Occurs when the assertions used in tests are not ideal for verifying the specific condition being tested. Using more specific and expressive assertions can improve test clarity and make results more useful
To improve test quality and maintainability, can you refactor the method to eliminate ConditionalTestLogic while ensuring the test remains clear and effective?","it('should warn if the body might be a scroll container', () => {
 body.style.overflowX = 'auto';
 html.style.overflowY = 'auto';

 expect(getClosestScrollable(body)).toBe(null);
 expect(console.warn).toHaveBeenCalled();
 });",,"FALSE","FALSE","FALSE","FALSE",,,
44,"snutsjs","atlassian/react-beautiful-dnd","/test/unit/view/use-droppable-publisher/is-element-scrollable.spec.js","SubOptimalAssert","{""startLine"":70,""endLine"":70}","start: 68 end: 72","In this test file, the following lines contain a bad design pattern (also known as a test smell):

Lines {""startLine"":70,""endLine"":70}  – SubOptimalAssert
Occurs when the assertions used in tests are not ideal for verifying the specific condition being tested. Using more specific and expressive assertions can improve test clarity and make results more useful
To improve test quality and maintainability, can you refactor the method to eliminate ConditionalTestLogic while ensuring the test remains clear and effective?","it('should not mark the body as a scroll container if it does not have any overflow set', () => {
 body.style.overflowX = 'visible';
 expect(getClosestScrollable(body)).toBe(null);
 expect(console.warn).not.toHaveBeenCalled();
 });",,"FALSE","FALSE","FALSE","FALSE",,,
45,"snutsjs","atlassian/react-beautiful-dnd","/test/unit/view/use-droppable-publisher/is-element-scrollable.spec.js","SubOptimalAssert","{""startLine"":77,""endLine"":77}","start: 74 end: 79","In this test file, the following lines contain a bad design pattern (also known as a test smell):

Lines {""startLine"":77,""endLine"":77}  – SubOptimalAssert
Occurs when the assertions used in tests are not ideal for verifying the specific condition being tested. Using more specific and expressive assertions can improve test clarity and make results more useful
To improve test quality and maintainability, can you refactor the method to eliminate ConditionalTestLogic while ensuring the test remains clear and effective?","it('should not mark the body as a scroll container if the html element has visible overflow', () => {
 body.style.overflowX = 'auto';
 html.style.overflowY = 'visible';
 expect(getClosestScrollable(body)).toBe(null);
 expect(console.warn).not.toHaveBeenCalled();
 });",,"FALSE","FALSE","FALSE","FALSE",,,
46,"snutsjs","atlassian/react-beautiful-dnd","/test/unit/view/placeholder/animated-mount.spec.js","SubOptimalAssert","{""startLine"":42,""endLine"":42}","start: 31 end: 58","In this test file, the following lines contain a bad design pattern (also known as a test smell):

Lines {""startLine"":42,""endLine"":42}  – SubOptimalAssert
Occurs when the assertions used in tests are not ideal for verifying the specific condition being tested. Using more specific and expressive assertions can improve test clarity and make results more useful
To improve test quality and maintainability, can you refactor the method to eliminate ConditionalTestLogic while ensuring the test remains clear and effective?","it('should animate a mount', () => {
 const wrapper: ReactWrapper<*> = mount(
 <Placeholder
 contextId={contextId}
 animate=""open""
 placeholder={placeholder}
 onClose={jest.fn()}
 onTransitionEnd={jest.fn()}
 />,
 );

 expect(getCreatePlaceholderCalls().length).toBe(1);

 // first call had an empty size
 const onMount: PlaceholderStyle = getPlaceholderStyle(wrapper);
 expectIsEmpty(onMount);

 // Will trigger a .setState
 act(() => {
 jest.runOnlyPendingTimers();
 });

 // tell enzyme that something has changed
 wrapper.update();

 const postMount: PlaceholderStyle = getPlaceholderStyle(wrapper);
 expectIsFull(postMount);
});",,"FALSE","FALSE","FALSE","FALSE",,,
47,"snutsjs","atlassian/react-beautiful-dnd","/test/unit/state/middleware/responders/announcements.spec.js","ConditionalTestLogic","{""startLine"":143,""endLine"":146}","start: 141 end: 151","In this test file, the following lines contain a bad design pattern (also known as a test smell):

Lines {""startLine"":143,""endLine"":146}  – ConditionalTestLogic
Occurs due to the presence of test methods that contain conditional statements, such as the use of if-else or loops like for or while. Test methods that include conditional statements can compromise the effectiveness of tests
To improve test quality and maintainability, can you refactor the method to eliminate ConditionalTestLogic while ensuring the test remains clear and effective?","it('should announce with the default message if no responder is provided', () => {
 // This test is not relevant for onDragEnd as it must always be provided
 if (current.responder === 'onDragEnd') {
 expect(true).toBe(true);
 return;
 }
 // unsetting responder
 responders[current.responder] = undefined;
 current.execute(store);
 expect(announce).toHaveBeenCalledWith(current.defaultMessage);
 });",,"FALSE","FALSE","FALSE","FALSE",,,
48,"snutsjs","atlassian/react-beautiful-dnd","/test/unit/integration/drag-drop-context/error-handling/error-in-react-tree.spec.js","ConditionalTestLogic","{""startLine"":13,""endLine"":16}","start: 10 end: 32","In this test file, the following lines contain a bad design pattern (also known as a test smell):

Lines {""startLine"":13,""endLine"":16}  – ConditionalTestLogic
Occurs due to the presence of test methods that contain conditional statements, such as the use of if-else or loops like for or while. Test methods that include conditional statements can compromise the effectiveness of tests
To improve test quality and maintainability, can you refactor the method to eliminate ConditionalTestLogic while ensuring the test remains clear and effective?","it('should recover from rbd errors', () => {
 let hasThrown: boolean = false;
 function CanThrow(props: { shouldThrow: boolean }) {
 if (!hasThrown && props.shouldThrow) {
 hasThrown = true;
 invariant(false, 'throwing');
 }
 return null;
 }

 const { rerender, getByTestId } = render(
 <App anotherChild={<CanThrow shouldThrow={false} />} />,
 );

 simpleLift(keyboard, getByTestId('0'));
 expect(isDragging(getByTestId('0'))).toBe(true);

 withError(() => {
 rerender(<App anotherChild={<CanThrow shouldThrow />} />);
 });

 expect(isDragging(getByTestId('0'))).toBe(false);
});",,"FALSE","FALSE","FALSE","FALSE",,,
49,"snutsjs","atlassian/react-beautiful-dnd","/test/unit/integration/drag-drop-context/error-handling/error-in-react-tree.spec.js","ConditionalTestLogic","{""startLine"":37,""endLine"":40}","start: 34 end: 56","In this test file, the following lines contain a bad design pattern (also known as a test smell):

Lines {""startLine"":37,""endLine"":40}  – ConditionalTestLogic
Occurs due to the presence of test methods that contain conditional statements, such as the use of if-else or loops like for or while. Test methods that include conditional statements can compromise the effectiveness of tests
To improve test quality and maintainability, can you refactor the method to eliminate ConditionalTestLogic while ensuring the test remains clear and effective?","it('should not recover from non-rbd errors', () => {
 let hasThrown: boolean = false;
 function CanThrow(props: { shouldThrow: boolean }) {
 if (!hasThrown && props.shouldThrow) {
 hasThrown = true;
 throw new Error('Boom');
 }
 return null;
 }

 const { rerender, getByTestId } = render(
 <App anotherChild={<CanThrow shouldThrow={false} />} />,
 );

 simpleLift(keyboard, getByTestId('0'));
 expect(isDragging(getByTestId('0'))).toBe(true);

 withError(() => {
 expect(() => {
 rerender(<App anotherChild={<CanThrow shouldThrow />} />);
 }).toThrow();
 });
});",,"FALSE","FALSE","FALSE","FALSE",,,
50,"steel","atlassian/react-beautiful-dnd","/test/unit/dev-warning.spec.js","Duplicate Assert","{'line': 23, 'column': 2, 'index': 467}","start: 16 end: 32","In this test file, the following lines contain a bad design pattern (also known as a test smell):

Lines {'line': 23, 'column': 2, 'index': 467}  – Duplicate Assert
This issue occurs when a test method verifies the same condition more than once within its scope, making the test harder to read and maintain. Identical assertions within the same method do not explicitly convey the purpose of the test method.
To improve test quality and maintainability, can you refactor the method to eliminate ConditionalTestLogic while ensuring the test remains clear and effective?","it('should not log a warning if warnings are disabled', () => {
 window['__react-beautiful-dnd-disable-dev-warnings'] = true;

 warning('hey');
 warning('sup');
 warning('hi');

 expect(warn).not.toHaveBeenCalled();

 // re-enable

 window['__react-beautiful-dnd-disable-dev-warnings'] = false;

 warning('hey');

 expect(warn).toHaveBeenCalled();
});",,"FALSE","FALSE","FALSE","FALSE",,,
51,"steel","atlassian/react-beautiful-dnd","/test/unit/dev-warning.spec.js","Duplicate Assert","{'line': 31, 'column': 2, 'index': 607}","start: 16 end: 32","In this test file, the following lines contain a bad design pattern (also known as a test smell):

Lines {'line': 31, 'column': 2, 'index': 607}  – Duplicate Assert
This issue occurs when a test method verifies the same condition more than once within its scope, making the test harder to read and maintain. Identical assertions within the same method do not explicitly convey the purpose of the test method.
To improve test quality and maintainability, can you refactor the method to eliminate ConditionalTestLogic while ensuring the test remains clear and effective?","it('should not log a warning if warnings are disabled', () => {
 window['__react-beautiful-dnd-disable-dev-warnings'] = true;

 warning('hey');
 warning('sup');
 warning('hi');

 expect(warn).not.toHaveBeenCalled();

 // re-enable

 window['__react-beautiful-dnd-disable-dev-warnings'] = false;

 warning('hey');

 expect(warn).toHaveBeenCalled();
});",,"FALSE","FALSE","FALSE","FALSE",,,
52,"steel","atlassian/react-beautiful-dnd","/test/unit/view/use-draggable-publisher.spec.js","Duplicate Assert","{'line': 100, 'column': 4, 'index': 2698}","start: 87 end: 102","In this test file, the following lines contain a bad design pattern (also known as a test smell):

Lines {'line': 100, 'column': 4, 'index': 2698}  – Duplicate Assert
This issue occurs when a test method verifies the same condition more than once within its scope, making the test harder to read and maintain. Identical assertions within the same method do not explicitly convey the purpose of the test method.
To improve test quality and maintainability, can you refactor the method to eliminate ConditionalTestLogic while ensuring the test remains clear and effective?","it('should register itself when mounting', () => {
 const registry: Registry = createRegistry();
 const registerSpy = jest.spyOn(registry.draggable, 'register');
 mount(<Item registry={registry} />);

 const expected: DraggableEntry = {
 // $ExpectError
 uniqueId: expect.any(String),
 descriptor: preset.inHome1.descriptor,
 options: defaultOptions,
 // $ExpectError
 getDimension: expect.any(Function),
 };
 expect(registerSpy).toHaveBeenCalledTimes(1);
 expect(registerSpy).toHaveBeenCalledWith(expected);
 });",,"FALSE","FALSE","FALSE","FALSE",,,
53,"steel","atlassian/react-beautiful-dnd","/test/unit/view/use-draggable-publisher.spec.js","Duplicate Assert","{'line': 101, 'column': 4, 'index': 2748}","start: 87 end: 102","In this test file, the following lines contain a bad design pattern (also known as a test smell):

Lines {'line': 101, 'column': 4, 'index': 2748}  – Duplicate Assert
This issue occurs when a test method verifies the same condition more than once within its scope, making the test harder to read and maintain. Identical assertions within the same method do not explicitly convey the purpose of the test method.
To improve test quality and maintainability, can you refactor the method to eliminate ConditionalTestLogic while ensuring the test remains clear and effective?","it('should register itself when mounting', () => {
 const registry: Registry = createRegistry();
 const registerSpy = jest.spyOn(registry.draggable, 'register');
 mount(<Item registry={registry} />);

 const expected: DraggableEntry = {
 // $ExpectError
 uniqueId: expect.any(String),
 descriptor: preset.inHome1.descriptor,
 options: defaultOptions,
 // $ExpectError
 getDimension: expect.any(Function),
 };
 expect(registerSpy).toHaveBeenCalledTimes(1);
 expect(registerSpy).toHaveBeenCalledWith(expected);
 });",,"FALSE","FALSE","FALSE","FALSE",,,
54,"steel","atlassian/react-beautiful-dnd","/test/unit/view/use-draggable-publisher.spec.js","Duplicate Assert","{'line': 119, 'column': 4, 'index': 3360}","start: 104 end: 128","In this test file, the following lines contain a bad design pattern (also known as a test smell):

Lines {'line': 119, 'column': 4, 'index': 3360}  – Duplicate Assert
This issue occurs when a test method verifies the same condition more than once within its scope, making the test harder to read and maintain. Identical assertions within the same method do not explicitly convey the purpose of the test method.
To improve test quality and maintainability, can you refactor the method to eliminate ConditionalTestLogic while ensuring the test remains clear and effective?","it('should unregister itself when unmounting', () => {
 const registry: Registry = createRegistry();
 const registerSpy = jest.spyOn(registry.draggable, 'register');
 const unregisterSpy = jest.spyOn(registry.draggable, 'unregister');
 const wrapper = mount(<Item registry={registry} />);

 const expected: DraggableEntry = {
 // $ExpectError
 uniqueId: expect.any(String),
 descriptor: preset.inHome1.descriptor,
 options: defaultOptions,
 // $ExpectError
 getDimension: expect.any(Function),
 };

 expect(unregisterSpy).not.toHaveBeenCalled();
 expect(registerSpy).toHaveBeenCalledTimes(1);
 expect(registerSpy).toHaveBeenCalledWith(expected);
 const entry = registerSpy.mock.calls[0][0];
 expect(entry).toEqual(expected);

 wrapper.unmount();
 expect(unregisterSpy).toHaveBeenCalledTimes(1);
 expect(unregisterSpy.mock.calls[0][0]).toBe(entry);
 });",,"FALSE","FALSE","FALSE","FALSE",,,
55,"steel","atlassian/react-beautiful-dnd","/test/unit/view/announcer.spec.js","Lazy Test","{'line': 40, 'column': 2, 'index': 1310}","start: 36 end: 47","In this test file, the following lines contain a bad design pattern (also known as a test smell):

Lines {'line': 40, 'column': 2, 'index': 1310}  – Lazy Test
Lazy Test occurs when a single test is written superficially and verifies multiple functionalities of a class without going into detail about each one.
To improve test quality and maintainability, can you refactor the method to eliminate ConditionalTestLogic while ensuring the test remains clear and effective?","it('should apply the appropriate aria attributes and non visibility styles', () => {
 render(<WithAnnouncer contextId=""5"">{getMock()}</WithAnnouncer>);

 const el: ?HTMLElement = getElement('5');
 invariant(el, 'Cannot find node');

 expect(el.getAttribute('aria-live')).toBe('assertive');
 expect(el.getAttribute('aria-atomic')).toBe('true');

 // not checking all the styles - just enough to know we are doing something
 expect(el.style.overflow).toBe('hidden');
});",,"FALSE","FALSE","FALSE","FALSE",,,
56,"steel","atlassian/react-beautiful-dnd","/test/unit/view/announcer.spec.js","Lazy Test","{'line': 67, 'column': 2, 'index': 2142}","start: 62 end: 75","In this test file, the following lines contain a bad design pattern (also known as a test smell):

Lines {'line': 67, 'column': 2, 'index': 2142}  – Lazy Test
Lazy Test occurs when a single test is written superficially and verifies multiple functionalities of a class without going into detail about each one.
To improve test quality and maintainability, can you refactor the method to eliminate ConditionalTestLogic while ensuring the test remains clear and effective?","it('should set the text content of the announcement element', () => {
 // arrange
 const mock = getMock();
 render(<WithAnnouncer contextId=""6"">{mock}</WithAnnouncer>);
 const el: ?HTMLElement = getElement('6');
 invariant(el, 'Could not find announcer');

 // act
 const announce: Announce = getAnnounce(mock);
 announce('test');

 // assert
 expect(el.textContent).toBe('test');
});",,"FALSE","FALSE","FALSE","FALSE",,,
57,"steel","atlassian/react-beautiful-dnd","/test/unit/view/use-droppable-publisher/forced-scroll.spec.js","Magic Number","{'line': 53, 'column': 32, 'index': 1757}","start: 31 end: 70","In this test file, the following lines contain a bad design pattern (also known as a test smell):

Lines {'line': 53, 'column': 32, 'index': 1757}  – Magic Number
Occurs when numeric literals are used directly in tests without explanation or documentation. These numbers lack clear context, making the code less readable and harder to maintain, as it is not obvious why such values are used.
To improve test quality and maintainability, can you refactor the method to eliminate ConditionalTestLogic while ensuring the test remains clear and effective?","it('should throw if the droppable has no closest scrollable', () => {
 const marshal: DimensionMarshal = getMarshalStub();
 const registry: Registry = createRegistry();
 const registerSpy = jest.spyOn(registry.droppable, 'register');
 // no scroll parent
 const wrapper = mount(
 <WithAppContext marshal={marshal} registry={registry}>
 <App parentIsScrollable={false} droppableIsScrollable={false} />,
 </WithAppContext>,
 );
 const droppable: ?HTMLElement = wrapper.find('.droppable').getDOMNode();
 invariant(droppable);
 const parent: ?HTMLElement = wrapper.find('.scroll-parent').getDOMNode();
 invariant(parent);
 jest
 .spyOn(droppable, 'getBoundingClientRect')
 .mockImplementation(() => smallFrameClient.borderBox);
 jest
 .spyOn(parent, 'getBoundingClientRect')
 .mockImplementation(() => bigClient.borderBox);

 // validating no initial scroll
 expect(parent.scrollTop).toBe(0);
 expect(parent.scrollLeft).toBe(0);
 expect(droppable.scrollTop).toBe(0);
 expect(droppable.scrollLeft).toBe(0);

 const callbacks: DroppableCallbacks = registerSpy.mock.calls[0][0].callbacks;
 // request the droppable start listening for scrolling
 callbacks.getDimensionAndWatchScroll(preset.windowScroll, scheduled);

 // ask it to scroll
 expect(() => callbacks.scroll({ x: 100, y: 100 })).toThrow();

 // no scroll changes
 expect(parent.scrollTop).toBe(0);
 expect(parent.scrollLeft).toBe(0);
 expect(droppable.scrollTop).toBe(0);
 expect(droppable.scrollLeft).toBe(0);
});",,"FALSE","FALSE","FALSE","FALSE",,,
58,"steel","atlassian/react-beautiful-dnd","/test/unit/view/use-droppable-publisher/forced-scroll.spec.js","Magic Number","{'line': 54, 'column': 33, 'index': 1794}","start: 31 end: 70","In this test file, the following lines contain a bad design pattern (also known as a test smell):

Lines {'line': 54, 'column': 33, 'index': 1794}  – Magic Number
Occurs when numeric literals are used directly in tests without explanation or documentation. These numbers lack clear context, making the code less readable and harder to maintain, as it is not obvious why such values are used.
To improve test quality and maintainability, can you refactor the method to eliminate ConditionalTestLogic while ensuring the test remains clear and effective?","it('should throw if the droppable has no closest scrollable', () => {
 const marshal: DimensionMarshal = getMarshalStub();
 const registry: Registry = createRegistry();
 const registerSpy = jest.spyOn(registry.droppable, 'register');
 // no scroll parent
 const wrapper = mount(
 <WithAppContext marshal={marshal} registry={registry}>
 <App parentIsScrollable={false} droppableIsScrollable={false} />,
 </WithAppContext>,
 );
 const droppable: ?HTMLElement = wrapper.find('.droppable').getDOMNode();
 invariant(droppable);
 const parent: ?HTMLElement = wrapper.find('.scroll-parent').getDOMNode();
 invariant(parent);
 jest
 .spyOn(droppable, 'getBoundingClientRect')
 .mockImplementation(() => smallFrameClient.borderBox);
 jest
 .spyOn(parent, 'getBoundingClientRect')
 .mockImplementation(() => bigClient.borderBox);

 // validating no initial scroll
 expect(parent.scrollTop).toBe(0);
 expect(parent.scrollLeft).toBe(0);
 expect(droppable.scrollTop).toBe(0);
 expect(droppable.scrollLeft).toBe(0);

 const callbacks: DroppableCallbacks = registerSpy.mock.calls[0][0].callbacks;
 // request the droppable start listening for scrolling
 callbacks.getDimensionAndWatchScroll(preset.windowScroll, scheduled);

 // ask it to scroll
 expect(() => callbacks.scroll({ x: 100, y: 100 })).toThrow();

 // no scroll changes
 expect(parent.scrollTop).toBe(0);
 expect(parent.scrollLeft).toBe(0);
 expect(droppable.scrollTop).toBe(0);
 expect(droppable.scrollLeft).toBe(0);
});",,"FALSE","FALSE","FALSE","FALSE",,,
59,"steel","atlassian/react-beautiful-dnd","/test/unit/view/use-droppable-publisher/forced-scroll.spec.js","Magic Number","{'line': 55, 'column': 35, 'index': 1833}","start: 31 end: 70","In this test file, the following lines contain a bad design pattern (also known as a test smell):

Lines {'line': 55, 'column': 35, 'index': 1833}  – Magic Number
Occurs when numeric literals are used directly in tests without explanation or documentation. These numbers lack clear context, making the code less readable and harder to maintain, as it is not obvious why such values are used.
To improve test quality and maintainability, can you refactor the method to eliminate ConditionalTestLogic while ensuring the test remains clear and effective?","it('should throw if the droppable has no closest scrollable', () => {
 const marshal: DimensionMarshal = getMarshalStub();
 const registry: Registry = createRegistry();
 const registerSpy = jest.spyOn(registry.droppable, 'register');
 // no scroll parent
 const wrapper = mount(
 <WithAppContext marshal={marshal} registry={registry}>
 <App parentIsScrollable={false} droppableIsScrollable={false} />,
 </WithAppContext>,
 );
 const droppable: ?HTMLElement = wrapper.find('.droppable').getDOMNode();
 invariant(droppable);
 const parent: ?HTMLElement = wrapper.find('.scroll-parent').getDOMNode();
 invariant(parent);
 jest
 .spyOn(droppable, 'getBoundingClientRect')
 .mockImplementation(() => smallFrameClient.borderBox);
 jest
 .spyOn(parent, 'getBoundingClientRect')
 .mockImplementation(() => bigClient.borderBox);

 // validating no initial scroll
 expect(parent.scrollTop).toBe(0);
 expect(parent.scrollLeft).toBe(0);
 expect(droppable.scrollTop).toBe(0);
 expect(droppable.scrollLeft).toBe(0);

 const callbacks: DroppableCallbacks = registerSpy.mock.calls[0][0].callbacks;
 // request the droppable start listening for scrolling
 callbacks.getDimensionAndWatchScroll(preset.windowScroll, scheduled);

 // ask it to scroll
 expect(() => callbacks.scroll({ x: 100, y: 100 })).toThrow();

 // no scroll changes
 expect(parent.scrollTop).toBe(0);
 expect(parent.scrollLeft).toBe(0);
 expect(droppable.scrollTop).toBe(0);
 expect(droppable.scrollLeft).toBe(0);
});",,"FALSE","FALSE","FALSE","FALSE",,,
60,"steel","atlassian/react-beautiful-dnd","/test/unit/view/use-droppable-publisher/forced-scroll.spec.js","Magic Number","{'line': 56, 'column': 36, 'index': 1873}","start: 31 end: 70","In this test file, the following lines contain a bad design pattern (also known as a test smell):

Lines {'line': 56, 'column': 36, 'index': 1873}  – Magic Number
Occurs when numeric literals are used directly in tests without explanation or documentation. These numbers lack clear context, making the code less readable and harder to maintain, as it is not obvious why such values are used.
To improve test quality and maintainability, can you refactor the method to eliminate ConditionalTestLogic while ensuring the test remains clear and effective?","it('should throw if the droppable has no closest scrollable', () => {
 const marshal: DimensionMarshal = getMarshalStub();
 const registry: Registry = createRegistry();
 const registerSpy = jest.spyOn(registry.droppable, 'register');
 // no scroll parent
 const wrapper = mount(
 <WithAppContext marshal={marshal} registry={registry}>
 <App parentIsScrollable={false} droppableIsScrollable={false} />,
 </WithAppContext>,
 );
 const droppable: ?HTMLElement = wrapper.find('.droppable').getDOMNode();
 invariant(droppable);
 const parent: ?HTMLElement = wrapper.find('.scroll-parent').getDOMNode();
 invariant(parent);
 jest
 .spyOn(droppable, 'getBoundingClientRect')
 .mockImplementation(() => smallFrameClient.borderBox);
 jest
 .spyOn(parent, 'getBoundingClientRect')
 .mockImplementation(() => bigClient.borderBox);

 // validating no initial scroll
 expect(parent.scrollTop).toBe(0);
 expect(parent.scrollLeft).toBe(0);
 expect(droppable.scrollTop).toBe(0);
 expect(droppable.scrollLeft).toBe(0);

 const callbacks: DroppableCallbacks = registerSpy.mock.calls[0][0].callbacks;
 // request the droppable start listening for scrolling
 callbacks.getDimensionAndWatchScroll(preset.windowScroll, scheduled);

 // ask it to scroll
 expect(() => callbacks.scroll({ x: 100, y: 100 })).toThrow();

 // no scroll changes
 expect(parent.scrollTop).toBe(0);
 expect(parent.scrollLeft).toBe(0);
 expect(droppable.scrollTop).toBe(0);
 expect(droppable.scrollLeft).toBe(0);
});",,"FALSE","FALSE","FALSE","FALSE",,,
61,"steel","atlassian/react-beautiful-dnd","/test/unit/view/use-droppable-publisher/forced-scroll.spec.js","Magic Number","{'line': 66, 'column': 32, 'index': 2230}","start: 31 end: 70","In this test file, the following lines contain a bad design pattern (also known as a test smell):

Lines {'line': 66, 'column': 32, 'index': 2230}  – Magic Number
Occurs when numeric literals are used directly in tests without explanation or documentation. These numbers lack clear context, making the code less readable and harder to maintain, as it is not obvious why such values are used.
To improve test quality and maintainability, can you refactor the method to eliminate ConditionalTestLogic while ensuring the test remains clear and effective?","it('should throw if the droppable has no closest scrollable', () => {
 const marshal: DimensionMarshal = getMarshalStub();
 const registry: Registry = createRegistry();
 const registerSpy = jest.spyOn(registry.droppable, 'register');
 // no scroll parent
 const wrapper = mount(
 <WithAppContext marshal={marshal} registry={registry}>
 <App parentIsScrollable={false} droppableIsScrollable={false} />,
 </WithAppContext>,
 );
 const droppable: ?HTMLElement = wrapper.find('.droppable').getDOMNode();
 invariant(droppable);
 const parent: ?HTMLElement = wrapper.find('.scroll-parent').getDOMNode();
 invariant(parent);
 jest
 .spyOn(droppable, 'getBoundingClientRect')
 .mockImplementation(() => smallFrameClient.borderBox);
 jest
 .spyOn(parent, 'getBoundingClientRect')
 .mockImplementation(() => bigClient.borderBox);

 // validating no initial scroll
 expect(parent.scrollTop).toBe(0);
 expect(parent.scrollLeft).toBe(0);
 expect(droppable.scrollTop).toBe(0);
 expect(droppable.scrollLeft).toBe(0);

 const callbacks: DroppableCallbacks = registerSpy.mock.calls[0][0].callbacks;
 // request the droppable start listening for scrolling
 callbacks.getDimensionAndWatchScroll(preset.windowScroll, scheduled);

 // ask it to scroll
 expect(() => callbacks.scroll({ x: 100, y: 100 })).toThrow();

 // no scroll changes
 expect(parent.scrollTop).toBe(0);
 expect(parent.scrollLeft).toBe(0);
 expect(droppable.scrollTop).toBe(0);
 expect(droppable.scrollLeft).toBe(0);
});",,"FALSE","FALSE","FALSE","FALSE",,,
62,"steel","atlassian/react-beautiful-dnd","/test/unit/view/placeholder/on-close.spec.js","Assertion Roulette","{'column': 2, 'line': 72}","start: 50 end: 76","In this test file, the following lines contain a bad design pattern (also known as a test smell):

Lines {'column': 2, 'line': 72}  – Assertion Roulette
This issue occurs due to the presence of multiple assertions in a test method without associated explanations. If one of these assertions fails, it will not be possible to identify which one is problematic.
To improve test quality and maintainability, can you refactor the method to eliminate ConditionalTestLogic while ensuring the test remains clear and effective?","it('should not fire an onClose if not closing when a transitionend occurs', () => {
 const onClose = jest.fn();

 const wrapper: ReactWrapper<*> = mount(
 <Placeholder
 animate=""none""
 contextId=""1""
 placeholder={placeholder}
 onClose={onClose}
 onTransitionEnd={jest.fn()}
 />,
 );
 const assert = () => {
 // $ExpectError - not a complete event
 const height: TransitionEvent = {
 propertyName: 'height',
 };
 wrapper.simulate('transitionend', height);
 expect(onClose).not.toHaveBeenCalled();
 onClose.mockClear();
 };
 expectIsFull(getPlaceholderStyle(wrapper));
 assert();

 wrapper.setProps({ animate: 'open' });
 assert();
});",,"FALSE","FALSE","FALSE","FALSE",,,
