number,original_method,SLOC_Logical,Cyclomatic,CyclomaticDensity,Halstead_Effort,Halstead_Bugs,Maintainability,refactored_method,SLOC_Logical,Cyclomatic,CyclomaticDensity,Halstead_Effort,Halstead_Bugs,Maintainability
47,"it('should unregister itself when unmounting', () => {\n const registry: Registry = createRegistry();\n const registerSpy = jest.spyOn(registry.draggable, 'register');\n const unregisterSpy = jest.spyOn(registry.draggable, 'unregister');\n const wrapper = mount(<Item registry={registry} />);\n\n const expected: DraggableEntry = {\n // $ExpectError\n uniqueId: expect.any(String),\n descriptor: preset.inHome1.descriptor,\n options: defaultOptions,\n // $ExpectError\n getDimension: expect.any(Function),\n };\n\n expect(unregisterSpy).not.toHaveBeenCalled();\n expect(registerSpy).toHaveBeenCalledTimes(1);\n expect(registerSpy).toHaveBeenCalledWith(expected);\n const entry = registerSpy.mock.calls[0][0];\n expect(entry).toEqual(expected);\n\n wrapper.unmount();\n expect(unregisterSpy).toHaveBeenCalledTimes(1);\n expect(unregisterSpy.mock.calls[0][0]).toBe(entry);\n });",15,1,6.666666666666667,1147.3403677582114,0.02427513581153119,93.68268054135075,"  it('should unregister itself when unmounting', () => {\n    const registry: Registry = createRegistry();\n    const registerSpy = jest.spyOn(registry.draggable, 'register');\n    const unregisterSpy = jest.spyOn(registry.draggable, 'unregister');\n    const wrapper = mount(<Item registry={registry} />);\n\n    const expected: DraggableEntry = {\n      // $ExpectError\n      uniqueId: expect.any(String),\n      descriptor: preset.inHome1.descriptor,\n      options: defaultOptions,\n      // $ExpectError\n      getDimension: expect.any(Function),\n    };\n\n    expect(registerSpy).toHaveBeenCalledWith(expected);\n    const entry = registerSpy.mock.calls[0][0];\n\n    wrapper.unmount();\n    expect(unregisterSpy).toHaveBeenCalledWith(entry);\n  });",11,1,9.090909090909092,638.5180192003007,0.018253013762524764,100
48,"it('should apply the appropriate aria attributes and non visibility styles', () => {\n render(<WithAnnouncer contextId=""5"">{getMock()}</WithAnnouncer>);\n\n const el: ?HTMLElement = getElement('5');\n invariant(el, 'Cannot find node');\n\n expect(el.getAttribute('aria-live')).toBe('assertive');\n expect(el.getAttribute('aria-atomic')).toBe('true');\n\n // not checking all the styles - just enough to know we are doing something\n expect(el.style.overflow).toBe('hidden');\n});",8,1,12.5,334.4573713977973,0.012256837285571486,100,"it('should apply the appropriate aria-live attribute', () => {\n  render(<WithAnnouncer contextId=""5"">{getMock()}</WithAnnouncer>);\n\n  const el: ?HTMLElement = getElement('5');\n  invariant(el, 'Cannot find node');\n\n  expect(el.getAttribute('aria-live')).toBe('assertive');\n});\n\nit('should apply the appropriate aria-atomic attribute', () => {\n  render(<WithAnnouncer contextId=""5"">{getMock()}</WithAnnouncer>);\n\n  const el: ?HTMLElement = getElement('5');\n  invariant(el, 'Cannot find node');\n\n  expect(el.getAttribute('aria-atomic')).toBe('true');\n});\n\nit('should apply non-visibility styles', () => {\n  render(<WithAnnouncer contextId=""5"">{getMock()}</WithAnnouncer>);\n\n  const el: ?HTMLElement = getElement('5');\n  invariant(el, 'Cannot find node');\n\n  expect(el.style.overflow).toBe('hidden');\n});",18,1,5.555555555555555,945.3359046941438,0.01764501890531614,93.2172641477582
49,"it('should set the text content of the announcement element', () => {\n // arrange\n const mock = getMock();\n render(<WithAnnouncer contextId=""6"">{mock}</WithAnnouncer>);\n const el: ?HTMLElement = getElement('6');\n invariant(el, 'Could not find announcer');\n\n // act\n const announce: Announce = getAnnounce(mock);\n announce('test');\n\n // assert\n expect(el.textContent).toBe('test');\n});",9,1,11.11111111111111,216.09640474436813,0.00964270255730497,100,"it('should set the text content of the announcement element when announce is called', () => {\n  // arrange\n  const mock = getMock();\n  render(<WithAnnouncer contextId=""6"">{mock}</WithAnnouncer>);\n  const el: ?HTMLElement = getElement('6');\n  invariant(el, 'Could not find announcer');\n\n  // act\n  const announce: Announce = getAnnounce(mock);\n  announce('test');\n\n  // assert\n  expect(el.textContent).toBe('test');\n});\n\nit('should not modify the text content of the announcement element initially', () => {\n  // arrange\n  const mock = getMock();\n  render(<WithAnnouncer contextId=""6"">{mock}</WithAnnouncer>);\n  const el: ?HTMLElement = getElement('6');\n  invariant(el, 'Could not find announcer');\n\n  // assert\n  expect(el.textContent).toBe('');\n});",16,1,6.25,627.8879719041315,0.01444946388280169,96.68375981189949
50,"it('should throw if the droppable has no closest scrollable', () => {\n const marshal: DimensionMarshal = getMarshalStub();\n const registry: Registry = createRegistry();\n const registerSpy = jest.spyOn(registry.droppable, 'register');\n // no scroll parent\n const wrapper = mount(\n <WithAppContext marshal={marshal} registry={registry}>\n <App parentIsScrollable={false} droppableIsScrollable={false} />,\n </WithAppContext>,\n );\n const droppable: ?HTMLElement = wrapper.find('.droppable').getDOMNode();\n invariant(droppable);\n const parent: ?HTMLElement = wrapper.find('.scroll-parent').getDOMNode();\n invariant(parent);\n jest\n .spyOn(droppable, 'getBoundingClientRect')\n .mockImplementation(() => smallFrameClient.borderBox);\n jest\n .spyOn(parent, 'getBoundingClientRect')\n .mockImplementation(() => bigClient.borderBox);\n\n // validating no initial scroll\n expect(parent.scrollTop).toBe(0);\n expect(parent.scrollLeft).toBe(0);\n expect(droppable.scrollTop).toBe(0);\n expect(droppable.scrollLeft).toBe(0);\n\n const callbacks: DroppableCallbacks = registerSpy.mock.calls[0][0].callbacks;\n // request the droppable start listening for scrolling\n callbacks.getDimensionAndWatchScroll(preset.windowScroll, scheduled);\n\n // ask it to scroll\n expect(() => callbacks.scroll({ x: 100, y: 100 })).toThrow();\n\n // no scroll changes\n expect(parent.scrollTop).toBe(0);\n expect(parent.scrollLeft).toBe(0);\n expect(droppable.scrollTop).toBe(0);\n expect(droppable.scrollLeft).toBe(0);\n});",23,1,4.3478260869565215,2435.2551878832915,0.03345279485656603,84.25676222684999,"it('should throw if the droppable has no closest scrollable', () => {\n  const marshal: DimensionMarshal = getMarshalStub();\n  const registry: Registry = createRegistry();\n  const registerSpy = jest.spyOn(registry.droppable, 'register');\n  // no scroll parent\n  const wrapper = mount(\n    <WithAppContext marshal={marshal} registry={registry}>\n      <App parentIsScrollable={false} droppableIsScrollable={false} />,\n    </WithAppContext>,\n  );\n  const droppable: ?HTMLElement = wrapper.find('.droppable').getDOMNode();\n  invariant(droppable);\n  const parent: ?HTMLElement = wrapper.find('.scroll-parent').getDOMNode();\n  invariant(parent);\n  jest\n    .spyOn(droppable, 'getBoundingClientRect')\n    .mockImplementation(() => smallFrameClient.borderBox);\n  jest\n    .spyOn(parent, 'getBoundingClientRect')\n    .mockImplementation(() => bigClient.borderBox);\n\n  // validating no initial scroll\n  expect(parent.scrollTop).toBe(0);\n  expect(parent.scrollLeft).toBe(0);\n  expect(droppable.scrollTop).toBe(0);\n  expect(droppable.scrollLeft).toBe(0);\n\n  const callbacks: DroppableCallbacks = registerSpy.mock.calls[0][0].callbacks;\n  // request the droppable start listening for scrolling\n  callbacks.getDimensionAndWatchScroll(preset.windowScroll, scheduled);\n\n  // define scroll values for clarity\n  const scrollX = 100;\n  const scrollY = 100;\n\n  // ask it to scroll\n  expect(() => callbacks.scroll({ x: scrollX, y: scrollY })).toThrow();\n\n  // no scroll changes\n  expect(parent.scrollTop).toBe(0);\n  expect(parent.scrollLeft).toBe(0);\n  expect(droppable.scrollTop).toBe(0);\n  expect(droppable.scrollLeft).toBe(0);\n});",25,1,4,2497.3512615154987,0.03418834748496004,82.73633380578444
51,"it('should throw if the droppable has no closest scrollable', () => {\n const marshal: DimensionMarshal = getMarshalStub();\n const registry: Registry = createRegistry();\n const registerSpy = jest.spyOn(registry.droppable, 'register');\n // no scroll parent\n const wrapper = mount(\n <WithAppContext marshal={marshal} registry={registry}>\n <App parentIsScrollable={false} droppableIsScrollable={false} />,\n </WithAppContext>,\n );\n const droppable: ?HTMLElement = wrapper.find('.droppable').getDOMNode();\n invariant(droppable);\n const parent: ?HTMLElement = wrapper.find('.scroll-parent').getDOMNode();\n invariant(parent);\n jest\n .spyOn(droppable, 'getBoundingClientRect')\n .mockImplementation(() => smallFrameClient.borderBox);\n jest\n .spyOn(parent, 'getBoundingClientRect')\n .mockImplementation(() => bigClient.borderBox);\n\n // validating no initial scroll\n expect(parent.scrollTop).toBe(0);\n expect(parent.scrollLeft).toBe(0);\n expect(droppable.scrollTop).toBe(0);\n expect(droppable.scrollLeft).toBe(0);\n\n const callbacks: DroppableCallbacks = registerSpy.mock.calls[0][0].callbacks;\n // request the droppable start listening for scrolling\n callbacks.getDimensionAndWatchScroll(preset.windowScroll, scheduled);\n\n // ask it to scroll\n expect(() => callbacks.scroll({ x: 100, y: 100 })).toThrow();\n\n // no scroll changes\n expect(parent.scrollTop).toBe(0);\n expect(parent.scrollLeft).toBe(0);\n expect(droppable.scrollTop).toBe(0);\n expect(droppable.scrollLeft).toBe(0);\n});",23,1,4.3478260869565215,2435.2551878832915,0.03345279485656603,84.25676222684999,"it('should throw if the droppable has no closest scrollable', () => {\n  const marshal: DimensionMarshal = getMarshalStub();\n  const registry: Registry = createRegistry();\n  const registerSpy = jest.spyOn(registry.droppable, 'register');\n  // no scroll parent\n  const wrapper = mount(\n    <WithAppContext marshal={marshal} registry={registry}>\n      <App parentIsScrollable={false} droppableIsScrollable={false} />,\n    </WithAppContext>,\n  );\n  const droppable: ?HTMLElement = wrapper.find('.droppable').getDOMNode();\n  invariant(droppable);\n  const parent: ?HTMLElement = wrapper.find('.scroll-parent').getDOMNode();\n  invariant(parent);\n  jest\n    .spyOn(droppable, 'getBoundingClientRect')\n    .mockImplementation(() => smallFrameClient.borderBox);\n  jest\n    .spyOn(parent, 'getBoundingClientRect')\n    .mockImplementation(() => bigClient.borderBox);\n\n  // validating no initial scroll\n  expect(parent.scrollTop).toBe(0);\n  expect(parent.scrollLeft).toBe(0);\n  expect(droppable.scrollTop).toBe(0);\n  expect(droppable.scrollLeft).toBe(0);\n\n  const callbacks: DroppableCallbacks = registerSpy.mock.calls[0][0].callbacks;\n  // request the droppable start listening for scrolling\n  callbacks.getDimensionAndWatchScroll(preset.windowScroll, scheduled);\n\n  const scrollAmount = { x: 100, y: 100 }; // Refactored to eliminate magic number\n\n  // ask it to scroll\n  expect(() => callbacks.scroll(scrollAmount)).toThrow();\n\n  // no scroll changes\n  expect(parent.scrollTop).toBe(0);\n  expect(parent.scrollLeft).toBe(0);\n  expect(droppable.scrollTop).toBe(0);\n  expect(droppable.scrollLeft).toBe(0);\n});",24,1,4.166666666666666,2466.2465929814966,0.03382150892080064,83.48179581887439
52,"it('should throw if the droppable has no closest scrollable', () => {\n const marshal: DimensionMarshal = getMarshalStub();\n const registry: Registry = createRegistry();\n const registerSpy = jest.spyOn(registry.droppable, 'register');\n // no scroll parent\n const wrapper = mount(\n <WithAppContext marshal={marshal} registry={registry}>\n <App parentIsScrollable={false} droppableIsScrollable={false} />,\n </WithAppContext>,\n );\n const droppable: ?HTMLElement = wrapper.find('.droppable').getDOMNode();\n invariant(droppable);\n const parent: ?HTMLElement = wrapper.find('.scroll-parent').getDOMNode();\n invariant(parent);\n jest\n .spyOn(droppable, 'getBoundingClientRect')\n .mockImplementation(() => smallFrameClient.borderBox);\n jest\n .spyOn(parent, 'getBoundingClientRect')\n .mockImplementation(() => bigClient.borderBox);\n\n // validating no initial scroll\n expect(parent.scrollTop).toBe(0);\n expect(parent.scrollLeft).toBe(0);\n expect(droppable.scrollTop).toBe(0);\n expect(droppable.scrollLeft).toBe(0);\n\n const callbacks: DroppableCallbacks = registerSpy.mock.calls[0][0].callbacks;\n // request the droppable start listening for scrolling\n callbacks.getDimensionAndWatchScroll(preset.windowScroll, scheduled);\n\n // ask it to scroll\n expect(() => callbacks.scroll({ x: 100, y: 100 })).toThrow();\n\n // no scroll changes\n expect(parent.scrollTop).toBe(0);\n expect(parent.scrollLeft).toBe(0);\n expect(droppable.scrollTop).toBe(0);\n expect(droppable.scrollLeft).toBe(0);\n});",23,1,4.3478260869565215,2435.2551878832915,0.03345279485656603,84.25676222684999,"it('should throw if the droppable has no closest scrollable', () => {\n  const marshal: DimensionMarshal = getMarshalStub();\n  const registry: Registry = createRegistry();\n  const registerSpy = jest.spyOn(registry.droppable, 'register');\n  // no scroll parent\n  const wrapper = mount(\n    <WithAppContext marshal={marshal} registry={registry}>\n      <App parentIsScrollable={false} droppableIsScrollable={false} />,\n    </WithAppContext>,\n  );\n  const droppable: ?HTMLElement = wrapper.find('.droppable').getDOMNode();\n  invariant(droppable);\n  const parent: ?HTMLElement = wrapper.find('.scroll-parent').getDOMNode();\n  invariant(parent);\n  jest\n    .spyOn(droppable, 'getBoundingClientRect')\n    .mockImplementation(() => smallFrameClient.borderBox);\n  jest\n    .spyOn(parent, 'getBoundingClientRect')\n    .mockImplementation(() => bigClient.borderBox);\n\n  // validating no initial scroll\n  expect(parent.scrollTop).toBe(0);\n  expect(parent.scrollLeft).toBe(0);\n  expect(droppable.scrollTop).toBe(0);\n  expect(droppable.scrollLeft).toBe(0);\n\n  const callbacks: DroppableCallbacks = registerSpy.mock.calls[0][0].callbacks;\n  // request the droppable start listening for scrolling\n  callbacks.getDimensionAndWatchScroll(preset.windowScroll, scheduled);\n\n  const scrollAmount = { x: 100, y: 100 }; // Refactored to eliminate magic number\n\n  // ask it to scroll\n  expect(() => callbacks.scroll(scrollAmount)).toThrow();\n\n  // no scroll changes\n  expect(parent.scrollTop).toBe(0);\n  expect(parent.scrollLeft).toBe(0);\n  expect(droppable.scrollTop).toBe(0);\n  expect(droppable.scrollLeft).toBe(0);\n});",24,1,4.166666666666666,2466.2465929814966,0.03382150892080064,83.48179581887439
53,"it('should throw if the droppable has no closest scrollable', () => {\n const marshal: DimensionMarshal = getMarshalStub();\n const registry: Registry = createRegistry();\n const registerSpy = jest.spyOn(registry.droppable, 'register');\n // no scroll parent\n const wrapper = mount(\n <WithAppContext marshal={marshal} registry={registry}>\n <App parentIsScrollable={false} droppableIsScrollable={false} />,\n </WithAppContext>,\n );\n const droppable: ?HTMLElement = wrapper.find('.droppable').getDOMNode();\n invariant(droppable);\n const parent: ?HTMLElement = wrapper.find('.scroll-parent').getDOMNode();\n invariant(parent);\n jest\n .spyOn(droppable, 'getBoundingClientRect')\n .mockImplementation(() => smallFrameClient.borderBox);\n jest\n .spyOn(parent, 'getBoundingClientRect')\n .mockImplementation(() => bigClient.borderBox);\n\n // validating no initial scroll\n expect(parent.scrollTop).toBe(0);\n expect(parent.scrollLeft).toBe(0);\n expect(droppable.scrollTop).toBe(0);\n expect(droppable.scrollLeft).toBe(0);\n\n const callbacks: DroppableCallbacks = registerSpy.mock.calls[0][0].callbacks;\n // request the droppable start listening for scrolling\n callbacks.getDimensionAndWatchScroll(preset.windowScroll, scheduled);\n\n // ask it to scroll\n expect(() => callbacks.scroll({ x: 100, y: 100 })).toThrow();\n\n // no scroll changes\n expect(parent.scrollTop).toBe(0);\n expect(parent.scrollLeft).toBe(0);\n expect(droppable.scrollTop).toBe(0);\n expect(droppable.scrollLeft).toBe(0);\n});",23,1,4.3478260869565215,2435.2551878832915,0.03345279485656603,84.25676222684999,"it('should throw if the droppable has no closest scrollable', () => {\n  const marshal: DimensionMarshal = getMarshalStub();\n  const registry: Registry = createRegistry();\n  const registerSpy = jest.spyOn(registry.droppable, 'register');\n  // no scroll parent\n  const wrapper = mount(\n    <WithAppContext marshal={marshal} registry={registry}>\n      <App parentIsScrollable={false} droppableIsScrollable={false} />,\n    </WithAppContext>,\n  );\n  const droppable: ?HTMLElement = wrapper.find('.droppable').getDOMNode();\n  invariant(droppable);\n  const parent: ?HTMLElement = wrapper.find('.scroll-parent').getDOMNode();\n  invariant(parent);\n  jest\n    .spyOn(droppable, 'getBoundingClientRect')\n    .mockImplementation(() => smallFrameClient.borderBox);\n  jest\n    .spyOn(parent, 'getBoundingClientRect')\n    .mockImplementation(() => bigClient.borderBox);\n\n  // validating no initial scroll\n  expect(parent.scrollTop).toBe(0);\n  expect(parent.scrollLeft).toBe(0);\n  expect(droppable.scrollTop).toBe(0);\n  expect(droppable.scrollLeft).toBe(0);\n\n  const callbacks: DroppableCallbacks = registerSpy.mock.calls[0][0].callbacks;\n  // request the droppable start listening for scrolling\n  callbacks.getDimensionAndWatchScroll(preset.windowScroll, scheduled);\n\n  const scrollAmount = { x: 100, y: 100 }; // Refactored magic number\n\n  // ask it to scroll\n  expect(() => callbacks.scroll(scrollAmount)).toThrow();\n\n  // no scroll changes\n  expect(parent.scrollTop).toBe(0);\n  expect(parent.scrollLeft).toBe(0);\n  expect(droppable.scrollTop).toBe(0);\n  expect(droppable.scrollLeft).toBe(0);\n});",24,1,4.166666666666666,2466.2465929814966,0.03382150892080064,83.48179581887439
54,"it('should throw if the droppable has no closest scrollable', () => {\n const marshal: DimensionMarshal = getMarshalStub();\n const registry: Registry = createRegistry();\n const registerSpy = jest.spyOn(registry.droppable, 'register');\n // no scroll parent\n const wrapper = mount(\n <WithAppContext marshal={marshal} registry={registry}>\n <App parentIsScrollable={false} droppableIsScrollable={false} />,\n </WithAppContext>,\n );\n const droppable: ?HTMLElement = wrapper.find('.droppable').getDOMNode();\n invariant(droppable);\n const parent: ?HTMLElement = wrapper.find('.scroll-parent').getDOMNode();\n invariant(parent);\n jest\n .spyOn(droppable, 'getBoundingClientRect')\n .mockImplementation(() => smallFrameClient.borderBox);\n jest\n .spyOn(parent, 'getBoundingClientRect')\n .mockImplementation(() => bigClient.borderBox);\n\n // validating no initial scroll\n expect(parent.scrollTop).toBe(0);\n expect(parent.scrollLeft).toBe(0);\n expect(droppable.scrollTop).toBe(0);\n expect(droppable.scrollLeft).toBe(0);\n\n const callbacks: DroppableCallbacks = registerSpy.mock.calls[0][0].callbacks;\n // request the droppable start listening for scrolling\n callbacks.getDimensionAndWatchScroll(preset.windowScroll, scheduled);\n\n // ask it to scroll\n expect(() => callbacks.scroll({ x: 100, y: 100 })).toThrow();\n\n // no scroll changes\n expect(parent.scrollTop).toBe(0);\n expect(parent.scrollLeft).toBe(0);\n expect(droppable.scrollTop).toBe(0);\n expect(droppable.scrollLeft).toBe(0);\n});",23,1,4.3478260869565215,2435.2551878832915,0.03345279485656603,84.25676222684999,"it('should throw if the droppable has no closest scrollable', () => {\n  const marshal: DimensionMarshal = getMarshalStub();\n  const registry: Registry = createRegistry();\n  const registerSpy = jest.spyOn(registry.droppable, 'register');\n  // no scroll parent\n  const wrapper = mount(\n    <WithAppContext marshal={marshal} registry={registry}>\n      <App parentIsScrollable={false} droppableIsScrollable={false} />,\n    </WithAppContext>,\n  );\n  const droppable: ?HTMLElement = wrapper.find('.droppable').getDOMNode();\n  invariant(droppable);\n  const parent: ?HTMLElement = wrapper.find('.scroll-parent').getDOMNode();\n  invariant(parent);\n  jest\n    .spyOn(droppable, 'getBoundingClientRect')\n    .mockImplementation(() => smallFrameClient.borderBox);\n  jest\n    .spyOn(parent, 'getBoundingClientRect')\n    .mockImplementation(() => bigClient.borderBox);\n\n  // validating no initial scroll\n  expect(parent.scrollTop).toBe(0);\n  expect(parent.scrollLeft).toBe(0);\n  expect(droppable.scrollTop).toBe(0);\n  expect(droppable.scrollLeft).toBe(0);\n\n  const callbacks: DroppableCallbacks = registerSpy.mock.calls[0][0].callbacks;\n  // request the droppable start listening for scrolling\n  callbacks.getDimensionAndWatchScroll(preset.windowScroll, scheduled);\n\n  const invalidScrollPosition = { x: 100, y: 100 }; // Refactored to eliminate magic number\n\n  // ask it to scroll\n  expect(() => callbacks.scroll(invalidScrollPosition)).toThrow();\n\n  // no scroll changes\n  expect(parent.scrollTop).toBe(0);\n  expect(parent.scrollLeft).toBe(0);\n  expect(droppable.scrollTop).toBe(0);\n  expect(droppable.scrollLeft).toBe(0);\n});",24,1,4.166666666666666,2466.2465929814966,0.03382150892080064,83.48179581887439
55,"it('should not fire an onClose if not closing when a transitionend occurs', () => {\n const onClose = jest.fn();\n\n const wrapper: ReactWrapper<*> = mount(\n <Placeholder\n animate=""none""\n contextId=""1""\n placeholder={placeholder}\n onClose={onClose}\n onTransitionEnd={jest.fn()}\n />,\n );\n const assert = () => {\n // $ExpectError - not a complete event\n const height: TransitionEvent = {\n propertyName: 'height',\n };\n wrapper.simulate('transitionend', height);\n expect(onClose).not.toHaveBeenCalled();\n onClose.mockClear();\n };\n expectIsFull(getPlaceholderStyle(wrapper));\n assert();\n\n wrapper.setProps({ animate: 'open' });\n assert();\n});",14,1,7.142857142857142,407.5157787774984,0.014226613473282445,98.96820309823849,"it('should not fire an onClose if not closing when a transitionend occurs', () => {\n  const onClose = jest.fn();\n\n  const wrapper: ReactWrapper<*> = mount(\n    <Placeholder\n      animate=""none""\n      contextId=""1""\n      placeholder={placeholder}\n      onClose={onClose}\n      onTransitionEnd={jest.fn()}\n    />,\n  );\n\n  const simulateAndAssert = (expectedCallCount: number, propertyName: string) => {\n    // Simulate a transitionend event with the given propertyName\n    const event: TransitionEvent = {\n      propertyName,\n    };\n    wrapper.simulate('transitionend', event);\n\n    // Assert that onClose has been called the expected number of times\n    expect(onClose).toHaveBeenCalledTimes(expectedCallCount);\n    onClose.mockClear();\n  };\n\n  // Assert initial state\n  expectIsFull(getPlaceholderStyle(wrapper));\n  simulateAndAssert(0, 'height'); // No onClose call expected for 'height'\n\n  // Update props and assert again\n  wrapper.setProps({ animate: 'open' });\n  simulateAndAssert(0, 'height'); // No onClose call expected for 'height' after prop change\n});",14,1,7.142857142857142,485.7821689652434,0.01523970972429828,98.43164028432417
56,"it('should not fire an onClose if not closing when a transitionend occurs', () => {\n const onClose = jest.fn();\n\n const wrapper: ReactWrapper<*> = mount(\n <Placeholder\n animate=""none""\n contextId=""1""\n placeholder={placeholder}\n onClose={onClose}\n onTransitionEnd={jest.fn()}\n />,\n );\n const assert = () => {\n // $ExpectError - not a complete event\n const height: TransitionEvent = {\n propertyName: 'height',\n };\n wrapper.simulate('transitionend', height);\n expect(onClose).not.toHaveBeenCalled();\n onClose.mockClear();\n };\n expectIsFull(getPlaceholderStyle(wrapper));\n assert();\n\n wrapper.setProps({ animate: 'open' });\n assert();\n});",14,1,7.142857142857142,407.5157787774984,0.014226613473282445,98.96820309823849,"it('should not fire an onClose if not closing when a transitionend occurs', () => {\n  const onClose = jest.fn();\n\n  const wrapper: ReactWrapper<*> = mount(\n    <Placeholder\n      animate=""none""\n      contextId=""1""\n      placeholder={placeholder}\n      onClose={onClose}\n      onTransitionEnd={jest.fn()}\n    />,\n  );\n\n  const simulateAndAssertNoOnClose = (propertyName: string) => {\n    // Simulate a transitionend event with the given propertyName\n    const event: TransitionEvent = {\n      propertyName,\n    };\n    wrapper.simulate('transitionend', event);\n\n    // Assert that onClose has not been called\n    expect(onClose).not.toHaveBeenCalled();\n    onClose.mockClear();\n  };\n\n  // Assert initial state\n  expectIsFull(getPlaceholderStyle(wrapper));\n\n  // Simulate and assert for ""height"" property\n  simulateAndAssertNoOnClose('height');\n\n  // Update props and assert again\n  wrapper.setProps({ animate: 'open' });\n  simulateAndAssertNoOnClose('height');\n});",14,1,7.142857142857142,449.9929803264466,0.014816166264210708,98.65148799035842
57,"it('should collect and publish the draggables', () => {\n const beforeInHome1: DraggableDimension = {\n ...preset.inHome1,\n descriptor: {\n ...preset.inHome1.descriptor,\n id: 'addition1',\n index: 0,\n },\n };\n const beforeInHome2: DraggableDimension = {\n ...preset.inHome2,\n descriptor: {\n ...preset.inHome2.descriptor,\n id: 'addition2',\n index: 1,\n },\n };\n const registry: Registry = createRegistry();\n const callbacks: Callbacks = getCallbacksStub();\n const marshal: DimensionMarshal = createDimensionMarshal(\n registry,\n callbacks,\n );\n populate(registry, withScrollables);\n\n // A publish has started\n marshal.startPublishing(defaultRequest);\n expect(callbacks.publishWhileDragging).not.toHaveBeenCalled();\n\n registry.draggable.register(\n getDraggableEntry({ dimension: beforeInHome1 }),\n );\n registry.draggable.register(\n getDraggableEntry({ dimension: beforeInHome2 }),\n );\n expect(callbacks.collectionStarting).toHaveBeenCalled();\n expect(callbacks.publishWhileDragging).not.toHaveBeenCalled();\n\n // Fire the collection / publish step\n requestAnimationFrame.step();\n const expected: Published = {\n ...empty,\n additions: [beforeInHome1, beforeInHome2],\n modified: [{ droppableId: scrollableHome.descriptor.id, scroll: origin }],\n };\n expect(callbacks.publishWhileDragging).toHaveBeenCalledWith(expected);\n });",17,1,5.88235294117647,1359.9929166832883,0.027485726782689086,90.68616659266496,"  describe('when collecting and publishing draggables', () => {\n    it('should collect the draggables', () => {\n      const beforeInHome1: DraggableDimension = {\n        ...preset.inHome1,\n        descriptor: {\n          ...preset.inHome1.descriptor,\n          id: 'addition1',\n          index: 0,\n        },\n      };\n      const beforeInHome2: DraggableDimension = {\n        ...preset.inHome2,\n        descriptor: {\n          ...preset.inHome2.descriptor,\n          id: 'addition2',\n          index: 1,\n        },\n      };\n      const registry: Registry = createRegistry();\n      const callbacks: Callbacks = getCallbacksStub();\n      const marshal: DimensionMarshal = createDimensionMarshal(\n        registry,\n        callbacks,\n      );\n      populate(registry, withScrollables);\n\n      // A publish has started\n      marshal.startPublishing(defaultRequest);\n      expect(callbacks.publishWhileDragging).not.toHaveBeenCalled();\n\n      registry.draggable.register(\n        getDraggableEntry({ dimension: beforeInHome1 }),\n      );\n      registry.draggable.register(\n        getDraggableEntry({ dimension: beforeInHome2 }),\n      );\n      expect(callbacks.collectionStarting).toHaveBeenCalled();\n      expect(callbacks.publishWhileDragging).not.toHaveBeenCalled();\n    });\n\n    it('should publish the collected draggables', () => {\n      const beforeInHome1: DraggableDimension = {\n        ...preset.inHome1,\n        descriptor: {\n          ...preset.inHome1.descriptor,\n          id: 'addition1',\n          index: 0,\n        },\n      };\n      const beforeInHome2: DraggableDimension = {\n        ...preset.inHome2,\n        descriptor: {\n          ...preset.inHome2.descriptor,\n          id: 'addition2',\n          index: 1,\n        },\n      };\n      const registry: Registry = createRegistry();\n      const callbacks: Callbacks = getCallbacksStub();\n      const marshal: DimensionMarshal = createDimensionMarshal(\n        registry,\n        callbacks,\n      );\n      populate(registry, withScrollables);\n\n      // A publish has started\n      marshal.startPublishing(defaultRequest);\n      registry.draggable.register(\n        getDraggableEntry({ dimension: beforeInHome1 }),\n      );\n      registry.draggable.register(\n        getDraggableEntry({ dimension: beforeInHome2 }),\n      );\n\n      // Fire the collection / publish step\n      requestAnimationFrame.step();\n      const expected: Published = {\n        ...empty,\n        additions: [beforeInHome1, beforeInHome2],\n        modified: [{ droppableId: scrollableHome.descriptor.id, scroll: origin }],\n      };\n      expect(callbacks.publishWhileDragging).toHaveBeenCalledWith(expected);\n    });\n  });",30,1,3.3333333333333335,3409.328161377842,0.03793950040566066,78.97068275347073
