file,type,smells,frame,itCount,describeCount
/home/gabriel/Desktop/research/projects/tether/test/unit/tether.spec.js,Duplicate Assert,"{'line': 64, 'column': 6, 'index': 2074}","  62 |       const tetherClassCount = 12;
/home/gabriel/Desktop/research/projects/tether/test/unit/constraint.spec.js,Magic Number,"{'line': 79, 'column': 38, 'index': 2530}","  77 |       });
  78 |
> 79 |       expect(addClasses).toHaveLength(2);
     |                                      ^ Magic Number
  80 |       expect(addClasses).toEqual(expect.arrayContaining(['added', 'added-top']));
  81 |     });
  82 |",,
/home/gabriel/Desktop/research/projects/tether/test/unit/constraint.spec.js,Magic Number,"{'line': 90, 'column': 38, 'index': 2875}","  88 |       }, '', 'extra');
  89 |
> 90 |       expect(addClasses).toHaveLength(2);
     |                                      ^ Magic Number
  91 |       expect(addClasses).toEqual(expect.arrayContaining(['extra', 'extra-top']));
  92 |     });
  93 |   });",,
/home/gabriel/Desktop/research/projects/tether/test/unit/constraint.spec.js,Magic Number,"{'line': 113, 'column': 52, 'index': 3631}","  111 |       expect(pinned.includes('left'), 'pinned does not include ""left""').toBe(false);
  112 |       expect(oob.includes('left'), 'oob includes ""left""').toBe(true);
> 113 |       expect(left, 'left remains the same').toEqual(0);
      |                                                    ^ Magic Number
  114 |     });
  115 |
  116 |     it('left < leftBound: pin left', () => {",,
/home/gabriel/Desktop/research/projects/tether/test/unit/constraint.spec.js,Magic Number,"{'line': 123, 'column': 52, 'index': 4029}","  121 |       expect(pinned.includes('left'), 'pinned includes ""left""').toBe(true);
  122 |       expect(oob.includes('left'), 'oob does not include ""left""').toBe(false);
> 123 |       expect(left, 'left set to leftBound').toEqual(10);
      |                                                    ^ Magic Number
  124 |     });
  125 |
  126 |     it('left + width > rightBound', () => {",,
/home/gabriel/Desktop/research/projects/tether/test/unit/constraint.spec.js,Magic Number,"{'line': 133, 'column': 52, 'index': 4426}","  131 |       expect(pinned.includes('right'), 'pinned does not include ""right""').toBe(false);
  132 |       expect(oob.includes('right'), 'oob includes ""right""').toBe(true);
> 133 |       expect(left, 'left remains the same').toEqual(0);
      |                                                    ^ Magic Number
  134 |     });
  135 |
  136 |     it('left + width > rightBound: pin right', () => {",,
/home/gabriel/Desktop/research/projects/tether/test/unit/constraint.spec.js,Magic Number,"{'line': 165, 'column': 50, 'index': 5511}","  163 |       expect(pinned.includes('top'), 'pinned does not include ""top""').toBe(false);
  164 |       expect(oob.includes('top'), 'oob includes ""top""').toBe(true);
> 165 |       expect(top, 'top remains the same').toEqual(0);
      |                                                  ^ Magic Number
  166 |     });
  167 |
  168 |     it('top < topBound: pin top', () => {",,
/home/gabriel/Desktop/research/projects/tether/test/unit/constraint.spec.js,Magic Number,"{'line': 175, 'column': 49, 'index': 5897}","  173 |       expect(pinned.includes('top'), 'pinned includes ""top""').toBe(true);
  174 |       expect(oob.includes('top'), 'oob does not include ""top""').toBe(false);
> 175 |       expect(top, 'top set to topBound').toEqual(10);
      |                                                 ^ Magic Number
  176 |     });
  177 |
  178 |     it('top + height > bottomBound', () => {",,
/home/gabriel/Desktop/research/projects/tether/test/unit/constraint.spec.js,Magic Number,"{'line': 185, 'column': 50, 'index': 6296}","  183 |       expect(pinned.includes('bottom'), 'pinned does not include ""bottom""').toBe(false);
  184 |       expect(oob.includes('bottom'), 'oob includes ""bottom""').toBe(true);
> 185 |       expect(top, 'top remains the same').toEqual(0);
      |                                                  ^ Magic Number
  186 |     });
  187 |
  188 |     it('top + height > bottomBound: pin bottom', () => {",,
/home/gabriel/Desktop/research/projects/tether/test/unit/constraint.spec.js,Magic Number,"{'line': 215, 'column': 68, 'index': 7405}","  213 |         eAttachment = { left: 'right' };
  214 |         left = _flipXTogether(tAttachment, eAttachment, bounds, width, targetWidth, left);
> 215 |         expect(left, 'targetWidth and width added to left').toEqual(17);
      |                                                                    ^ Magic Number
  216 |         expect(tAttachment.left, 'target attachment flipped to right').toBe('right');
  217 |         expect(eAttachment.left, 'element attachment flipped to left').toBe('left');
  218 |       });",,
/home/gabriel/Desktop/research/projects/tether/test/unit/constraint.spec.js,Magic Number,"{'line': 223, 'column': 81, 'index': 7852}","  221 |         eAttachment = { left: 'left' };
  222 |         left = _flipXTogether(tAttachment, eAttachment, bounds, width, targetWidth, left);
> 223 |         expect(left, 'targetWidth added and width subtracted from left').toEqual(3);
      |                                                                                 ^ Magic Number
  224 |         expect(tAttachment.left, 'target attachment flipped to right').toBe('right');
  225 |         expect(eAttachment.left, 'element attachment flipped to right').toBe('right');
  226 |       });",,
/home/gabriel/Desktop/research/projects/tether/test/unit/constraint.spec.js,Magic Number,"{'line': 275, 'column': 52, 'index': 10148}","  273 |         eAttachment = { left: 'right' };
  274 |         left = _flipXTogether(tAttachment, eAttachment, bounds, width, targetWidth, left);
> 275 |         expect(left, 'width added to left').toEqual(50);
      |                                                    ^ Magic Number
  276 |         expect(tAttachment.left, 'target attachment kept as center').toBe('center');
  277 |         expect(eAttachment.left, 'element attachment flipped to left').toBe('left');
  278 |       });",,
/home/gabriel/Desktop/research/projects/tether/test/unit/constraint.spec.js,Magic Number,"{'line': 298, 'column': 57, 'index': 10988}","  296 |         let top = 0;
  297 |         top = _flipYTogether(tAttachment, eAttachment, bounds, height, targetHeight, top);
> 298 |         expect(top, 'targetHeight added to top').toEqual(60);
      |                                                         ^ Magic Number
  299 |         expect(tAttachment.top, 'target attachment flipped to bottom').toBe('bottom');
  300 |         expect(eAttachment.top, 'element attachment flipped to top').toBe('top');
  301 |       });",,
/home/gabriel/Desktop/research/projects/tether/test/unit/constraint.spec.js,Magic Number,"{'line': 311, 'column': 57, 'index': 11635}","  309 |         let top = 0;
  310 |         top = _flipYTogether(tAttachment, eAttachment, bounds, height, targetHeight, top);
> 311 |         expect(top, 'targetHeight added to top').toEqual(0);
      |                                                         ^ Magic Number
  312 |         expect(tAttachment.top, 'target attachment kept as top').toBe('top');
  313 |         expect(eAttachment.top, 'element attachment kept as bottom').toBe('bottom');
  314 |       });",,
/home/gabriel/Desktop/research/projects/tether/test/unit/constraint.spec.js,Magic Number,"{'line': 323, 'column': 60, 'index': 12253}","  321 |         let top = 100;
  322 |         top = _flipYTogether(tAttachment, eAttachment, bounds, height, targetHeight, top);
> 323 |         expect(top, 'top -= height - targetHeight').toEqual(25);
      |                                                            ^ Magic Number
  324 |         expect(tAttachment.top, 'target attachment flipped to bottom').toBe('bottom');
  325 |         expect(eAttachment.top, 'element attachment kept as bottom').toBe('bottom');
  326 |       });",,
/home/gabriel/Desktop/research/projects/tether/test/unit/constraint.spec.js,Magic Number,"{'line': 353, 'column': 57, 'index': 13587}","  351 |         let top = 0;
  352 |         top = _flipYTogether(tAttachment, eAttachment, bounds, height, targetHeight, top);
> 353 |         expect(top, 'targetHeight added to top').toEqual(50);
      |                                                         ^ Magic Number
  354 |         expect(tAttachment.top, 'target attachment flipped to top').toBe('top');
  355 |         expect(eAttachment.top, 'element attachment flipped to top').toBe('top');
  356 |       });",,
/home/gabriel/Desktop/research/projects/tether/test/unit/constraint.spec.js,Magic Number,"{'line': 381, 'column': 57, 'index': 14761}","  379 |         eAttachment = { top: 'bottom' };
  380 |         top = _flipYTogether(tAttachment, eAttachment, bounds, height, targetHeight, top);
> 381 |         expect(top, 'targetHeight added to top').toEqual(100);
      |                                                         ^ Magic Number
  382 |         expect(tAttachment.top, 'target attachment flipped to middle').toBe('middle');
  383 |         expect(eAttachment.top, 'element attachment flipped to top').toBe('top');
  384 |       });",,
/home/gabriel/Desktop/research/projects/tether/test/unit/constraint.spec.js,Magic Number,"{'line': 394, 'column': 39, 'index': 15228}","  392 |       const baseClasses = _getAllClasses({}, '', []);
  393 |
> 394 |       expect(baseClasses).toHaveLength(10);
      |                                       ^ Magic Number
  395 |       expect(baseClasses).toEqual(expect.arrayContaining(['pinned',
  396 |         'out-of-bounds',
  397 |         'pinned-left',",,
/home/gabriel/Desktop/research/projects/tether/test/unit/constraint.spec.js,Magic Number,"{'line': 410, 'column': 41, 'index': 15728}","  408 |       const prefixClasses = _getAllClasses({}, 'prefix', []);
  409 |
> 410 |       expect(prefixClasses).toHaveLength(10);
      |                                         ^ Magic Number
  411 |       expect(prefixClasses).toEqual(expect.arrayContaining([
  412 |         'prefix-pinned',
  413 |         'prefix-out-of-bounds',",,
/home/gabriel/Desktop/research/projects/tether/test/unit/constraint.spec.js,Magic Number,"{'line': 429, 'column': 40, 'index': 16333}","  427 |       }, '', []);
  428 |
> 429 |       expect(replaceClass).toHaveLength(10);
      |                                        ^ Magic Number
  430 |       expect(replaceClass).toEqual(expect.arrayContaining([
  431 |         'stuck',
  432 |         'out-of-bounds',",,
/home/gabriel/Desktop/research/projects/tether/test/unit/constraint.spec.js,Magic Number,"{'line': 446, 'column': 45, 'index': 16874}","  444 |       const constraintClasses = _getAllClasses({}, '', [{ outOfBoundsClass: 'constraintOob' }]);
  445 |
> 446 |       expect(constraintClasses).toHaveLength(15);
      |                                             ^ Magic Number
  447 |       expect(constraintClasses).toContain('constraintOob');
  448 |       expect(constraintClasses).toContain('constraintOob-top');
  449 |     });",,
/home/gabriel/Desktop/research/projects/tether/test/unit/utils/offset.spec.js,Lazy Test,"{'line': 14, 'column': 13, 'index': 502}","  12 |   describe('attachmentToOffset', () => {
  13 |     it('top left', () => {
> 14 |       expect(attachmentToOffset({ left: 'left', top: 'top' })).toStrictEqual({ left: 0, top: 0 });
     |             ^ Lazy Test
  15 |     });
  16 |
  17 |     it('middle center', () => {",,
/home/gabriel/Desktop/research/projects/tether/test/unit/utils/offset.spec.js,Lazy Test,"{'line': 18, 'column': 13, 'index': 642}","  16 |
  17 |     it('middle center', () => {
> 18 |       expect(attachmentToOffset({ left: 'center', top: 'middle' })).toStrictEqual({ left: '50%', top: '50%' });
     |             ^ Lazy Test
  19 |     });
  20 |
  21 |     it('bottom right', () => {",,
/home/gabriel/Desktop/research/projects/tether/test/unit/utils/offset.spec.js,Lazy Test,"{'line': 22, 'column': 13, 'index': 794}","  20 |
  21 |     it('bottom right', () => {
> 22 |       expect(attachmentToOffset({ left: 'right', top: 'bottom' })).toStrictEqual({ left: '100%', top: '100%' });
     |             ^ Lazy Test
  23 |     });
  24 |   });
  25 |",,
/home/gabriel/Desktop/research/projects/tether/test/unit/utils/offset.spec.js,Lazy Test,"{'line': 28, 'column': 13, 'index': 996}","  26 |   describe('autoToFixedAttachment', () => {
  27 |     it('mirror left', () => {
> 28 |       expect(autoToFixedAttachment(
     |             ^ Lazy Test
  29 |         { left: 'auto', top: 'top' },
  30 |         { left: 'left', top: 'top' }
  31 |       )).toStrictEqual({ left: 'right', top: 'top' });",,
/home/gabriel/Desktop/research/projects/tether/test/unit/utils/offset.spec.js,Lazy Test,"{'line': 35, 'column': 13, 'index': 1203}","  33 |
  34 |     it('mirror center', () => {
> 35 |       expect(autoToFixedAttachment(
     |             ^ Lazy Test
  36 |         { left: 'auto', top: 'top' },
  37 |         { left: 'center', top: 'top' }
  38 |       )).toStrictEqual({ left: 'center', top: 'top' });",,
/home/gabriel/Desktop/research/projects/tether/test/unit/utils/offset.spec.js,Lazy Test,"{'line': 42, 'column': 13, 'index': 1412}","  40 |
  41 |     it('mirror right', () => {
> 42 |       expect(autoToFixedAttachment(
     |             ^ Lazy Test
  43 |         { left: 'auto', top: 'top' },
  44 |         { left: 'right', top: 'top' }
  45 |       )).toStrictEqual({ left: 'left', top: 'top' });",,
/home/gabriel/Desktop/research/projects/tether/test/unit/utils/offset.spec.js,Lazy Test,"{'line': 49, 'column': 13, 'index': 1616}","  47 |
  48 |     it('mirror top', () => {
> 49 |       expect(autoToFixedAttachment(
     |             ^ Lazy Test
  50 |         { left: 'left', top: 'auto' },
  51 |         { left: 'left', top: 'top' }
  52 |       )).toStrictEqual({ left: 'left', top: 'bottom' });",,
/home/gabriel/Desktop/research/projects/tether/test/unit/utils/offset.spec.js,Lazy Test,"{'line': 56, 'column': 13, 'index': 1826}","  54 |
  55 |     it('mirror middle', () => {
> 56 |       expect(autoToFixedAttachment(
     |             ^ Lazy Test
  57 |         { left: 'left', top: 'auto' },
  58 |         { left: 'left', top: 'middle' }
  59 |       )).toStrictEqual({ left: 'left', top: 'middle' });",,
/home/gabriel/Desktop/research/projects/tether/test/unit/utils/offset.spec.js,Lazy Test,"{'line': 63, 'column': 13, 'index': 2039}","  61 |
  62 |     it('mirror bottom', () => {
> 63 |       expect(autoToFixedAttachment(
     |             ^ Lazy Test
  64 |         { left: 'left', top: 'auto' },
  65 |         { left: 'left', top: 'bottom' }
  66 |       )).toStrictEqual({ left: 'left', top: 'top' });",,
/home/gabriel/Desktop/research/projects/tether/test/unit/utils/deferred.spec.js,Duplicate Assert,"{'line': 11, 'column': 6, 'index': 331}","   9 |       defer(stub1);
  10 |       defer(stub2);
> 11 |       expect(stub1.called).toBe(false);
     |      ^ Duplicate Assert
  12 |       expect(stub2.called).toBe(false);
  13 |       flush();
  14 |       expect(stub1.called).toBe(true);",,
/home/gabriel/Desktop/research/projects/tether/test/unit/utils/deferred.spec.js,Duplicate Assert,"{'line': 12, 'column': 6, 'index': 371}","  10 |       defer(stub2);
  11 |       expect(stub1.called).toBe(false);
> 12 |       expect(stub2.called).toBe(false);
     |      ^ Duplicate Assert
  13 |       flush();
  14 |       expect(stub1.called).toBe(true);
  15 |       expect(stub2.called).toBe(true);",,
/home/gabriel/Desktop/research/projects/tether/test/unit/utils/deferred.spec.js,Duplicate Assert,"{'line': 14, 'column': 6, 'index': 426}","  12 |       expect(stub2.called).toBe(false);
  13 |       flush();
> 14 |       expect(stub1.called).toBe(true);
     |      ^ Duplicate Assert
  15 |       expect(stub2.called).toBe(true);
  16 |     });
  17 |   });",,
/home/gabriel/Desktop/research/projects/tether/test/unit/utils/deferred.spec.js,Duplicate Assert,"{'line': 15, 'column': 6, 'index': 465}","  13 |       flush();
  14 |       expect(stub1.called).toBe(true);
> 15 |       expect(stub2.called).toBe(true);
     |      ^ Duplicate Assert
  16 |     });
  17 |   });
  18 | });",,
/home/gabriel/Desktop/research/projects/tether/test/unit/utils/deferred.spec.js,Eager Test,"{'line': 9, 'column': 6, 'index': 291}","   7 |       const stub1 = stub();
   8 |       const stub2 = stub();
>  9 |       defer(stub1);
     |      ^ Eager Test
  10 |       defer(stub2);
  11 |       expect(stub1.called).toBe(false);
  12 |       expect(stub2.called).toBe(false);",,
/home/gabriel/Desktop/research/projects/tether/test/unit/utils/deferred.spec.js,Eager Test,"{'line': 10, 'column': 6, 'index': 311}","   8 |       const stub2 = stub();
   9 |       defer(stub1);
> 10 |       defer(stub2);
     |      ^ Eager Test
  11 |       expect(stub1.called).toBe(false);
  12 |       expect(stub2.called).toBe(false);
  13 |       flush();",,
/home/gabriel/Desktop/research/projects/tether/test/unit/utils/deferred.spec.js,Eager Test,"{'line': 13, 'column': 6, 'index': 411}","  11 |       expect(stub1.called).toBe(false);
  12 |       expect(stub2.called).toBe(false);
> 13 |       flush();
     |      ^ Eager Test
  14 |       expect(stub1.called).toBe(true);
  15 |       expect(stub2.called).toBe(true);
  16 |     });",,
/home/gabriel/Desktop/research/projects/tether/test/unit/utils/classes.spec.js,Duplicate Assert,"{'line': 13, 'column': 6, 'index': 524}","  11 |       expect(element.classList.length, 'classes added').toEqual(3);
  12 |       expect(element.classList.contains('foo'), 'has foo class').toBe(true);
> 13 |       expect(element.classList.contains('bar'), 'has bar class').toBe(true);
     |      ^ Duplicate Assert
  14 |       expect(element.classList.contains('baz'), 'has baz class').toBe(true);
  15 |
  16 |       removeClass(element, 'foo baz');",,
/home/gabriel/Desktop/research/projects/tether/test/unit/utils/classes.spec.js,Duplicate Assert,"{'line': 13, 'column': 6, 'index': 524}","  11 |       expect(element.classList.length, 'classes added').toEqual(3);
  12 |       expect(element.classList.contains('foo'), 'has foo class').toBe(true);
> 13 |       expect(element.classList.contains('bar'), 'has bar class').toBe(true);
     |      ^ Duplicate Assert
  14 |       expect(element.classList.contains('baz'), 'has baz class').toBe(true);
  15 |
  16 |       removeClass(element, 'foo baz');",,
/home/gabriel/Desktop/research/projects/tether/test/unit/utils/classes.spec.js,Duplicate Assert,"{'line': 20, 'column': 6, 'index': 877}","  18 |       expect(element.classList.length, 'classes removed').toEqual(1);
  19 |       expect(element.classList.contains('foo'), 'does not have foo class').toBe(false);
> 20 |       expect(element.classList.contains('bar'), 'has bar class').toBe(true);
     |      ^ Duplicate Assert
  21 |       expect(element.classList.contains('baz'), 'does not have baz class').toBe(false);
  22 |     });
  23 |   });",,
/home/gabriel/Desktop/research/projects/tether/test/unit/utils/classes.spec.js,Duplicate Assert,"{'line': 20, 'column': 6, 'index': 877}","  18 |       expect(element.classList.length, 'classes removed').toEqual(1);
  19 |       expect(element.classList.contains('foo'), 'does not have foo class').toBe(false);
> 20 |       expect(element.classList.contains('bar'), 'has bar class').toBe(true);
     |      ^ Duplicate Assert
  21 |       expect(element.classList.contains('baz'), 'does not have baz class').toBe(false);
  22 |     });
  23 |   });",,
/home/gabriel/Desktop/research/projects/tether/test/unit/utils/classes.spec.js,Eager Test,"{'line': 9, 'column': 6, 'index': 338}","   7 |       expect(element.classList.length, 'no classes').toEqual(0);
   8 |
>  9 |       addClass(element, 'foo bar baz');
     |      ^ Eager Test
  10 |
  11 |       expect(element.classList.length, 'classes added').toEqual(3);
  12 |       expect(element.classList.contains('foo'), 'has foo class').toBe(true);",,
/home/gabriel/Desktop/research/projects/tether/test/unit/utils/classes.spec.js,Eager Test,"{'line': 16, 'column': 6, 'index': 679}","  14 |       expect(element.classList.contains('baz'), 'has baz class').toBe(true);
  15 |
> 16 |       removeClass(element, 'foo baz');
     |      ^ Eager Test
  17 |
  18 |       expect(element.classList.length, 'classes removed').toEqual(1);
  19 |       expect(element.classList.contains('foo'), 'does not have foo class').toBe(false);",,
/home/gabriel/Desktop/research/projects/tether/test/unit/utils/classes.spec.js,Lazy Test,"{'line': 27, 'column': 23, 'index': 1163}","  25 |   describe('getClass', () => {
  26 |     it('returns the key if no other args passed', () => {
> 27 |       const keyClass = getClass('justKey');
     |                       ^ Lazy Test
  28 |
  29 |       expect(keyClass).toBe('justKey');
  30 |     });",,
/home/gabriel/Desktop/research/projects/tether/test/unit/utils/classes.spec.js,Lazy Test,"{'line': 34, 'column': 23, 'index': 1370}","  32 |     it('returns the key as the class, if no class by key', () => {
  33 |       const classes = { noKey: 'aClassKey' };
> 34 |       const keyClass = getClass('justKey', classes);
     |                       ^ Lazy Test
  35 |
  36 |       expect(keyClass).toBe('justKey');
  37 |     });",,
/home/gabriel/Desktop/research/projects/tether/test/unit/utils/classes.spec.js,Lazy Test,"{'line': 41, 'column': 23, 'index': 1582}","  39 |     it('returns the existing declared class by key', () => {
  40 |       const classes = { justKey: 'aClassKey' };
> 41 |       const keyClass = getClass('justKey', classes);
     |                       ^ Lazy Test
  42 |
  43 |       expect(keyClass).toBe('aClassKey');
  44 |     });",,
/home/gabriel/Desktop/research/projects/tether/test/unit/utils/classes.spec.js,Lazy Test,"{'line': 48, 'column': 23, 'index': 1813}","  46 |     it('returns the value if classes has the key as a truthy value', () => {
  47 |       const classes = { justKey: 'otherValue' };
> 48 |       const keyClass = getClass('justKey', classes);
     |                       ^ Lazy Test
  49 |
  50 |       expect(keyClass).toBe('otherValue');
  51 |     });",,
/home/gabriel/Desktop/research/projects/tether/test/unit/utils/classes.spec.js,Lazy Test,"{'line': 55, 'column': 23, 'index': 2046}","  53 |     it('returns the empty string if classes has the key as a boolean false', () => {
  54 |       const classes = { justKey: false };
> 55 |       const keyClass = getClass('justKey', classes);
     |                       ^ Lazy Test
  56 |
  57 |       expect(keyClass).toBe('');
  58 |     });",,
/home/gabriel/Desktop/research/projects/tether/test/unit/utils/classes.spec.js,Lazy Test,"{'line': 61, 'column': 23, 'index': 2227}","  59 |
  60 |     it('returns the key with a classPrefix if no classes value for the key', () => {
> 61 |       const keyClass = getClass('justKey', {}, 'testPrefix');
     |                       ^ Lazy Test
  62 |
  63 |       expect(keyClass).toBe('testPrefix-justKey');
  64 |     });",,
/home/gabriel/Desktop/research/projects/tether/test/unit/utils/classes.spec.js,Magic Number,"{'line': 7, 'column': 61, 'index': 327}","   5 |     it('adds/removes classes from element', () => {
   6 |       const element = document.createElement('div');
>  7 |       expect(element.classList.length, 'no classes').toEqual(0);
     |                                                             ^ Magic Number
   8 |
   9 |       addClass(element, 'foo bar baz');
  10 |",,
/home/gabriel/Desktop/research/projects/tether/test/unit/utils/classes.spec.js,Magic Number,"{'line': 11, 'column': 64, 'index': 437}","   9 |       addClass(element, 'foo bar baz');
  10 |
> 11 |       expect(element.classList.length, 'classes added').toEqual(3);
     |                                                                ^ Magic Number
  12 |       expect(element.classList.contains('foo'), 'has foo class').toBe(true);
  13 |       expect(element.classList.contains('bar'), 'has bar class').toBe(true);
  14 |       expect(element.classList.contains('baz'), 'has baz class').toBe(true);",,
/home/gabriel/Desktop/research/projects/tether/test/unit/utils/classes.spec.js,Magic Number,"{'line': 18, 'column': 66, 'index': 779}","  16 |       removeClass(element, 'foo baz');
  17 |
> 18 |       expect(element.classList.length, 'classes removed').toEqual(1);
     |                                                                  ^ Magic Number
  19 |       expect(element.classList.contains('foo'), 'does not have foo class').toBe(false);
  20 |       expect(element.classList.contains('bar'), 'has bar class').toBe(true);
  21 |       expect(element.classList.contains('baz'), 'does not have baz class').toBe(false);",,
test/unit/tether.spec.js,VerboseStatement,"[{""startLine"":46,""endLine"":76}]",,5.0,3.0
test/unit/tether.spec.js,VerboseStatement,"[{""startLine"":105,""endLine"":135}]",,5.0,3.0
test/unit/evented.spec.js,AnonymousTest,"[{""startLine"":14,""endLine"":17}]",,8.0,6.0
test/unit/evented.spec.js,NonFunctionalStatement,"[{""startLine"":50,""endLine"":50}]",,8.0,6.0
test/unit/constraint.spec.js,IdenticalTestDescription,"[{""startLine"":238,""endLine"":244}]",,33.0,14.0
test/unit/constraint.spec.js,IdenticalTestDescription,"[{""startLine"":246,""endLine"":252}]",,33.0,14.0
test/unit/utils/offset.spec.js,AnonymousTest,"[{""startLine"":13,""endLine"":15}]",,12.0,6.0
test/unit/utils/offset.spec.js,AnonymousTest,"[{""startLine"":17,""endLine"":19}]",,12.0,6.0
test/unit/utils/offset.spec.js,AnonymousTest,"[{""startLine"":21,""endLine"":23}]",,12.0,6.0
test/unit/utils/offset.spec.js,AnonymousTest,"[{""startLine"":27,""endLine"":32}]",,12.0,6.0
test/unit/utils/offset.spec.js,AnonymousTest,"[{""startLine"":34,""endLine"":39}]",,12.0,6.0
test/unit/utils/offset.spec.js,AnonymousTest,"[{""startLine"":41,""endLine"":46}]",,12.0,6.0
test/unit/utils/offset.spec.js,AnonymousTest,"[{""startLine"":48,""endLine"":53}]",,12.0,6.0
test/unit/utils/offset.spec.js,AnonymousTest,"[{""startLine"":55,""endLine"":60}]",,12.0,6.0
test/unit/utils/offset.spec.js,AnonymousTest,"[{""startLine"":62,""endLine"":67}]",,12.0,6.0
test/cypress/plugins/index.js,NonFunctionalStatement,"[{""startLine"":14,""endLine"":15}]",,0.0,0.0
test/cypress/integration/scroll.cy.js,SubOptimalAssert,"[{""startLine"":27,""endLine"":27}]",,1.0,2.0
