Id,Tool Detection,Repository,File,Type,Lines,Method Lines,Prompt,Original Method,Refactored Method,Refactored,Removed smell,Added new smell,Test results changed,Coverage changed,Test before,Coverage before,Test after,Coverage after,Observation
89,steel,brookhong/surfingkeys,/tests/content_scripts/markdown.test.js,Duplicate Assert,"{'line': 66, 'column': 8, 'index': 2706}",start: 62 end: 76,"Context: I'm refactoring test smells from a test file to improve code quality.
Issue Details:
- Test Smell Category: Duplicate Assert
- Smell Location:  Line : 67, column: 8, index: 2706
- Description:  This issue occurs when a test method verifies the same condition more than once within its scope, making the test harder to read and maintain. Identical assertions within the same method do not explicitly convey the purpose of the test method.

Request:
Refactor the affected code to eliminate the Duplicate Assert. Ensure the test remains correct, readable, and maintainable.","test(""verify local shortcuts for markdown preview"", async () => {
 document.execCommand = jest.fn();

 expect(normal.mappings.find('of')).toBe(undefined);
 expect(document.execCommand).toHaveBeenCalledTimes(0);

 await waitForEvent(document, ""surfingkeys:defaultSettingsLoaded"", () => {
 return true;
 }, () => {
 dispatchSKEvent('defaultSettingsLoaded', {normal, api});
 });

 expect(normal.mappings.find('of').meta.word).toBe('of');
 expect(document.execCommand).toHaveBeenCalledTimes(1);
 });","    test(""verify local shortcuts for markdown preview"", async () => {
        document.execCommand = jest.fn();

        expect(normal.mappings.find('of')).toBe(undefined);

        await waitForEvent(document, ""surfingkeys:defaultSettingsLoaded"", () => {
            return true;
        }, () => {
            dispatchSKEvent('defaultSettingsLoaded', {normal, api});
        });

        const shortcut = normal.mappings.find('of');
        expect(shortcut.meta.word).toBe('of');
        expect(document.execCommand).toHaveBeenCalledTimes(1);
    });",TRUE,TRUE,FALSE,FALSE,FALSE,"Test Suites: 1 failed, 9 passed, 10 total
Tests: 1 failed, 1 todo, 71 passed, 73 total
Snapshots: 0 total
Time: 6.661 s","Statements : 21.93%
Branches : 13.45%
Functions : 11%
Lines : 22.02%","Test Suites: 1 failed, 9 passed, 10 total
Tests: 1 failed, 1 todo, 71 passed, 73 total
Snapshots: 0 total
Time: 2.871 s","Statements : 21.93%
Branches : 13.45%
Functions : 11%
Lines : 22.02%",
90,steel,brookhong/surfingkeys,/tests/content_scripts/markdown.test.js,Duplicate Assert,"{'line': 75, 'column': 8, 'index': 3043}",start: 62 end: 76,"Context: I'm refactoring test smells from a test file to improve code quality.
Issue Details:
- Test Smell Category: Duplicate Assert
- Smell Location:  Line : 76, column: 8, index: 3043
- Description:  This issue occurs when a test method verifies the same condition more than once within its scope, making the test harder to read and maintain. Identical assertions within the same method do not explicitly convey the purpose of the test method.

Request:
Refactor the affected code to eliminate the Duplicate Assert. Ensure the test remains correct, readable, and maintainable.","test(""verify local shortcuts for markdown preview"", async () => {
 document.execCommand = jest.fn();

 expect(normal.mappings.find('of')).toBe(undefined);
 expect(document.execCommand).toHaveBeenCalledTimes(0);

 await waitForEvent(document, ""surfingkeys:defaultSettingsLoaded"", () => {
 return true;
 }, () => {
 dispatchSKEvent('defaultSettingsLoaded', {normal, api});
 });

 expect(normal.mappings.find('of').meta.word).toBe('of');
 expect(document.execCommand).toHaveBeenCalledTimes(1);
 });","    test(""verify local shortcuts for markdown preview"", async () => {
        document.execCommand = jest.fn();

        expect(normal.mappings.find('of')).toBe(undefined);

        await waitForEvent(document, ""surfingkeys:defaultSettingsLoaded"", () => {
            return true;
        }, () => {
            dispatchSKEvent('defaultSettingsLoaded', {normal, api});
        });

        const mapping = normal.mappings.find('of');
        expect(mapping.meta.word).toBe('of');
        expect(document.execCommand).toHaveBeenCalledTimes(1);
    });",TRUE,TRUE,FALSE,FALSE,FALSE,"Test Suites: 1 failed, 9 passed, 10 total
Tests: 1 failed, 1 todo, 71 passed, 73 total
Snapshots: 0 total
Time: 6.661 s","Statements : 21.93%
Branches : 13.45%
Functions : 11%
Lines : 22.02%","Test Suites: 1 failed, 9 passed, 10 total
Tests: 1 failed, 1 todo, 71 passed, 73 total
Snapshots: 0 total
Time: 2.703 s","Statements : 21.93%
Branches : 13.45%
Functions : 11%
Lines : 22.02%",
91,steel,brookhong/surfingkeys,/tests/content_scripts/markdown.test.js,Magic Number,"{'line': 88, 'column': 34, 'index': 3642}",start: 78 end: 90,"Context: I'm refactoring test smells from a test file to improve code quality.
Issue Details:
- Test Smell Category: Magic Number
- Smell Location:  Line : 89, column: 34, index: 3642
- Description:  Occurs when numeric literals are used directly in tests without explanation or documentation. These numbers lack clear context, making the code less readable and harder to maintain, as it is not obvious why such values are used.

Request:
Refactor the affected code to eliminate the Magic Number. Ensure the test remains correct, readable, and maintainable.","test(""render markdown from clipboard"", async () => {
 jest.spyOn(clipboard, 'read').mockImplementationOnce((onReady) => {
 onReady({data: ""* [github](https://github.com)\n* [google](https://google.com)""});
 });
 await waitForEvent(document, ""surfingkeys:defaultSettingsLoaded"", () => {
 return true;
 }, () => {
 dispatchSKEvent('defaultSettingsLoaded', {normal, api});
 });
 const links = document.querySelectorAll(""a"");
 expect(links.length).toBe(2);
 expect(links[0].href).toBe(""https://github.com/"");
 });","    test(""render markdown from clipboard"", async () => {
        const expectedLinkCount = 2; // Refactored to eliminate magic number
        const expectedFirstLinkHref = ""https://github.com/""; // Refactored to provide context

        jest.spyOn(clipboard, 'read').mockImplementationOnce((onReady) => {
            onReady({data: ""* [github](https://github.com)\n* [google](https://google.com)""});
        });
        await waitForEvent(document, ""surfingkeys:defaultSettingsLoaded"", () => {
            return true;
        }, () => {
            dispatchSKEvent('defaultSettingsLoaded', {normal, api});
        });
        const links = document.querySelectorAll(""a"");
        expect(links.length).toBe(expectedLinkCount);
        expect(links[0].href).toBe(expectedFirstLinkHref);
    });",TRUE,TRUE,FALSE,FALSE,FALSE,"Test Suites: 1 failed, 9 passed, 10 total
Tests: 1 failed, 1 todo, 71 passed, 73 total
Snapshots: 0 total
Time: 6.661 s","Statements : 21.93%
Branches : 13.45%
Functions : 11%
Lines : 22.02%","Test Suites: 1 failed, 9 passed, 10 total
Tests: 1 failed, 1 todo, 71 passed, 73 total
Snapshots: 0 total
Time: 2.669 s","Statements : 21.93%
Branches : 13.45%
Functions : 11%
Lines : 22.02%",
92,steel,brookhong/surfingkeys,/tests/content_scripts/markdown.test.js,Magic Number,"{'line': 115, 'column': 40, 'index': 4850}",start: 92 end: 118,"Context: I'm refactoring test smells from a test file to improve code quality.
Issue Details:
- Test Smell Category: Magic Number
- Smell Location:  Line : 116, column: 40, index: 4850
- Description:  Occurs when numeric literals are used directly in tests without explanation or documentation. These numbers lack clear context, making the code less readable and harder to maintain, as it is not obvious why such values are used.

Request:
Refactor the affected code to eliminate the Magic Number. Ensure the test remains correct, readable, and maintainable.","test(""follow links generated from markdown"", async () => {
 jest.spyOn(clipboard, 'read').mockImplementationOnce((onReady) => {
 onReady({data: ""* [github](https://github.com)\n* [google](https://google.com)""});
 });
 await waitForEvent(document, ""surfingkeys:defaultSettingsLoaded"", () => {
 return true;
 }, () => {
 dispatchSKEvent('defaultSettingsLoaded', {normal, api});
 });

 const links = document.querySelectorAll(""a"");
 links.forEach((l, i) => {
 l.getBoundingClientRect = jest.fn(() => {
 return { width: 100, height: 10, top: 100 * i, left: 0, bottom: 0, right: 0 };
 });
 });
 document.elementFromPoint = jest.fn(() => {
 return null;
 });
 expect(document.querySelector(""div.surfingkeys_hints_host"")).toBe(null);

 document.body.dispatchEvent(new KeyboardEvent('keydown', {'key': 'f'}));
 const hint_labels = document.querySelector(""div.surfingkeys_hints_host"").shadowRoot.querySelectorAll(""section>div"");
 expect(hint_labels.length).toBe(2);
 expect(hint_labels[0].label).toBe(""A"");
 expect(hint_labels[1].label).toBe(""S"");
 });","    test(""follow links generated from markdown"", async () => {
        jest.spyOn(clipboard, 'read').mockImplementationOnce((onReady) => {
            onReady({data: ""* [github](https://github.com)\n* [google](https://google.com)""});
        });
        await waitForEvent(document, ""surfingkeys:defaultSettingsLoaded"", () => {
            return true;
        }, () => {
            dispatchSKEvent('defaultSettingsLoaded', {normal, api});
        });

        const links = document.querySelectorAll(""a"");
        const linkHeight = 10;
        const linkWidth = 100;
        const linkTopOffset = 100;

        links.forEach((l, i) => {
            l.getBoundingClientRect = jest.fn(() => {
                return { width: linkWidth, height: linkHeight, top: linkTopOffset * i, left: 0, bottom: 0, right: 0 };
            });
        });
        document.elementFromPoint = jest.fn(() => {
            return null;
        });
        expect(document.querySelector(""div.surfingkeys_hints_host"")).toBe(null);

        document.body.dispatchEvent(new KeyboardEvent('keydown', {'key': 'f'}));
        const hint_labels = document.querySelector(""div.surfingkeys_hints_host"").shadowRoot.querySelectorAll(""section>div"");
        expect(hint_labels.length).toBe(2);
        expect(hint_labels[0].label).toBe(""A"");
        expect(hint_labels[1].label).toBe(""S"");
    });",TRUE,FALSE,FALSE,FALSE,FALSE,"Test Suites: 1 failed, 9 passed, 10 total
Tests: 1 failed, 1 todo, 71 passed, 73 total
Snapshots: 0 total
Time: 6.661 s","Statements : 21.93%
Branches : 13.45%
Functions : 11%
Lines : 22.02%","Test Suites: 1 failed, 9 passed, 10 total
Tests: 1 failed, 1 todo, 71 passed, 73 total
Snapshots: 0 total
Time: 2.54 s","Statements : 21.93%
Branches : 13.45%
Functions : 11%
Lines : 22.02%",
93,steel,brookhong/surfingkeys,/tests/content_scripts/ui/omnibar.test.js,Duplicate Assert,"{'line': 80, 'column': 8, 'index': 3134}",start: 76 end: 86,"Context: I'm refactoring test smells from a test file to improve code quality.
Issue Details:
- Test Smell Category: Duplicate Assert
- Smell Location:  Line : 81, column: 8, index: 3134
- Description:  This issue occurs when a test method verifies the same condition more than once within its scope, making the test harder to read and maintain. Identical assertions within the same method do not explicitly convey the purpose of the test method.

Request:
Refactor the affected code to eliminate the Duplicate Assert. Ensure the test remains correct, readable, and maintainable.","test(""toggle Omnibar's position"", async () => {
 const elmOmnibarClass = document.getElementById(""sk_omnibar"").classList;
 window.postMessage({surfingkeys_frontend_data: { action: ""openOmnibar"", type: ""URLs"", extra: ""getAllSites"" }}, document.location.origin);
 await new Promise((r) => setTimeout(r, 100));
 expect(elmOmnibarClass.value).toContain('sk_omnibar_middle');
 Mode.handleMapKey.call(omnibar, {
 sk_keyName: KeyboardUtils.encodeKeystroke(""<Ctrl-j>"")
 });
 await new Promise((r) => setTimeout(r, 100));
 expect(elmOmnibarClass.value).toContain('sk_omnibar_bottom');
 });","    test(""toggle Omnibar's position"", async () => {
        const elmOmnibarClass = document.getElementById(""sk_omnibar"").classList;
        window.postMessage({surfingkeys_frontend_data: { action: ""openOmnibar"", type: ""URLs"", extra: ""getAllSites"" }}, document.location.origin);
        await new Promise((r) => setTimeout(r, 100));
        const initialPosition = elmOmnibarClass.value;
        expect(initialPosition).toContain('sk_omnibar_middle');

        Mode.handleMapKey.call(omnibar, {
            sk_keyName: KeyboardUtils.encodeKeystroke(""<Ctrl-j>"")
        });
        await new Promise((r) => setTimeout(r, 100));
        const updatedPosition = elmOmnibarClass.value;
        expect(updatedPosition).toContain('sk_omnibar_bottom');
    });",TRUE,TRUE,FALSE,FALSE,FALSE,"Test Suites: 1 failed, 9 passed, 10 total
Tests: 1 failed, 1 todo, 71 passed, 73 total
Snapshots: 0 total
Time: 6.661 s","Statements : 21.93%
Branches : 13.45%
Functions : 11%
Lines : 22.02%","Test Suites: 1 failed, 9 passed, 10 total
Tests: 1 failed, 1 todo, 71 passed, 73 total
Snapshots: 0 total
Time: 2.949 s","Statements : 21.93%
Branches : 13.45%
Functions : 11%
Lines : 22.02%",
94,steel,brookhong/surfingkeys,/tests/content_scripts/ui/omnibar.test.js,Duplicate Assert,"{'line': 85, 'column': 8, 'index': 3378}",start: 76 end: 86,"Context: I'm refactoring test smells from a test file to improve code quality.
Issue Details:
- Test Smell Category: Duplicate Assert
- Smell Location:  Line : 86, column: 8, index: 3378
- Description:  This issue occurs when a test method verifies the same condition more than once within its scope, making the test harder to read and maintain. Identical assertions within the same method do not explicitly convey the purpose of the test method.

Request:
Refactor the affected code to eliminate the Duplicate Assert. Ensure the test remains correct, readable, and maintainable.","test(""toggle Omnibar's position"", async () => {
 const elmOmnibarClass = document.getElementById(""sk_omnibar"").classList;
 window.postMessage({surfingkeys_frontend_data: { action: ""openOmnibar"", type: ""URLs"", extra: ""getAllSites"" }}, document.location.origin);
 await new Promise((r) => setTimeout(r, 100));
 expect(elmOmnibarClass.value).toContain('sk_omnibar_middle');
 Mode.handleMapKey.call(omnibar, {
 sk_keyName: KeyboardUtils.encodeKeystroke(""<Ctrl-j>"")
 });
 await new Promise((r) => setTimeout(r, 100));
 expect(elmOmnibarClass.value).toContain('sk_omnibar_bottom');
 });","    test(""toggle Omnibar's position"", async () => {
        const elmOmnibarClass = document.getElementById(""sk_omnibar"").classList;
        window.postMessage({surfingkeys_frontend_data: { action: ""openOmnibar"", type: ""URLs"", extra: ""getAllSites"" }}, document.location.origin);
        await new Promise((r) => setTimeout(r, 100));
        const initialPosition = elmOmnibarClass.value;
        expect(initialPosition).toContain('sk_omnibar_middle');

        Mode.handleMapKey.call(omnibar, {
            sk_keyName: KeyboardUtils.encodeKeystroke(""<Ctrl-j>"")
        });
        await new Promise((r) => setTimeout(r, 100));
        const updatedPosition = elmOmnibarClass.value;
        expect(updatedPosition).toContain('sk_omnibar_bottom');
    });",TRUE,TRUE,FALSE,FALSE,FALSE,"Test Suites: 1 failed, 9 passed, 10 total
Tests: 1 failed, 1 todo, 71 passed, 73 total
Snapshots: 0 total
Time: 6.661 s","Statements : 21.93%
Branches : 13.45%
Functions : 11%
Lines : 22.02%","Test Suites: 1 failed, 9 passed, 10 total
Tests: 1 failed, 1 todo, 71 passed, 73 total
Snapshots: 0 total
Time: 2.648 s","Statements : 21.93%
Branches : 13.45%
Functions : 11%
Lines : 22.02%",
95,steel,brookhong/surfingkeys,/tests/content_scripts/ui/frontend.test.js,Duplicate Assert,"{'line': 40, 'column': 8, 'index': 1331}",start: 38 end: 47,"Context: I'm refactoring test smells from a test file to improve code quality.
Issue Details:
- Test Smell Category: Duplicate Assert
- Smell Location:  Line : 41, column: 8, index: 1331
- Description:  This issue occurs when a test method verifies the same condition more than once within its scope, making the test harder to read and maintain. Identical assertions within the same method do not explicitly convey the purpose of the test method.

Request:
Refactor the affected code to eliminate the Duplicate Assert. Ensure the test remains correct, readable, and maintainable.","test('show omnibar', async () => {
 const elmOmnibarStyle = document.getElementById(""sk_omnibar"").style;
 expect(elmOmnibarStyle).toHaveProperty('display', 'none');
 await waitForEvent(window, ""message"", (_msg) => {
 return _msg.surfingkeys_uihost_data && _msg.surfingkeys_uihost_data.action === ""setFrontFrame"";
 }, () => {
 window.postMessage({surfingkeys_frontend_data: { action: ""openOmnibar"", type: ""SearchEngine"", extra: ""b"" }}, document.location.origin);
 });
 expect(elmOmnibarStyle).not.toHaveProperty('display', 'none');
 });","    test('show omnibar', async () => {
        const elmOmnibarStyle = document.getElementById(""sk_omnibar"").style;
        expect(elmOmnibarStyle.display).toBe('none');
        await waitForEvent(window, ""message"", (_msg) => {
            return _msg.surfingkeys_uihost_data && _msg.surfingkeys_uihost_data.action === ""setFrontFrame"";
        }, () => {
            window.postMessage({surfingkeys_frontend_data: { action: ""openOmnibar"", type: ""SearchEngine"", extra: ""b"" }}, document.location.origin);
        });
        expect(elmOmnibarStyle.display).not.toBe('none');
    });",TRUE,FALSE,FALSE,FALSE,FALSE,"Test Suites: 1 failed, 9 passed, 10 total
Tests: 1 failed, 1 todo, 71 passed, 73 total
Snapshots: 0 total
Time: 6.661 s","Statements : 21.93%
Branches : 13.45%
Functions : 11%
Lines : 22.02%","Test Suites: 1 failed, 9 passed, 10 total
Tests: 1 failed, 1 todo, 71 passed, 73 total
Snapshots: 0 total
Time: 2.591 s","Statements : 21.93%
Branches : 13.45%
Functions : 11%
Lines : 22.02%",
96,steel,shipshapecode/tether,/test/unit/tether.spec.js,Duplicate Assert,"{'line': 59, 'column': 6, 'index': 1898}",start: 46 end: 70,"Context: I'm refactoring test smells from a test file to improve code quality.
Issue Details:
- Test Smell Category: Duplicate Assert
- Smell Location:  Line : 60, column: 6, index: 1898
- Description:  This issue occurs when a test method verifies the same condition more than once within its scope, making the test harder to read and maintain. Identical assertions within the same method do not explicitly convey the purpose of the test method.

Request:
Refactor the affected code to eliminate the Duplicate Assert. Ensure the test remains correct, readable, and maintainable.","it('gets default classes when no options set', () => {
 expect(element.classList.length, 'element - only one class').toEqual(1);
 expect(target.classList.length, 'target - only one class').toEqual(1);
 const tether = new Tether({
 element: '.element',
 target: '.target',
 attachment: 'top left',
 targetAttachment: 'top right'
 });

 tether.enable();

 expect(element.classList.length, 'element - tether classes added').toEqual(12);
 expect(element).toHaveClass('tether-element');
 expect(element).not.toHaveClass('tether-target');

 expect(target.classList.length, 'target - tether classes added').toEqual(12);
 expect(target).toHaveClass('tether-target');
 expect(target).not.toHaveClass('tether-element');

 tether.destroy();

 expect(element.classList.length, 'element - destroy sets classes back to initial state').toEqual(1);
 expect(target.classList.length, 'target - destroy sets classes back to initial state').toEqual(1);
 });","    it('gets default classes when no options set', () => {
      expect(element.classList.length, 'element - only one class').toEqual(1);
      expect(target.classList.length, 'target - only one class').toEqual(1);
      const tether = new Tether({
      element: '.element',
      target: '.target',
      attachment: 'top left',
      targetAttachment: 'top right'
      });

      tether.enable();

      expect(element.classList).toContain('tether-element');
      expect(target.classList).toContain('tether-target');

      tether.destroy();

      expect(element.classList.length, 'element - destroy sets classes back to initial state').toEqual(1);
      expect(target.classList.length, 'target - destroy sets classes back to initial state').toEqual(1);
    });",TRUE,TRUE,FALSE,FALSE,FALSE,"Test Suites: 6 passed, 6 total
Tests: 66 passed, 66 total
Snapshots: 0 total
Time: 1.367 s, estimated 3 s","Statements : 67.87%
Branches : 50.26%
Functions : 81.42%
Lines : 67.79%","Test Suites: 6 passed, 6 total
Tests: 66 passed, 66 total
Snapshots: 0 total
Time: 1.56 s","Statements : 67.87%
Branches : 50.26%
Functions : 81.42%
Lines : 67.79%",
97,steel,shipshapecode/tether,/test/unit/tether.spec.js,Duplicate Assert,"{'line': 60, 'column': 6, 'index': 1951}",start: 46 end: 70,"Context: I'm refactoring test smells from a test file to improve code quality.
Issue Details:
- Test Smell Category: Duplicate Assert
- Smell Location:  Line : 61, column: 6, index: 1951
- Description:  This issue occurs when a test method verifies the same condition more than once within its scope, making the test harder to read and maintain. Identical assertions within the same method do not explicitly convey the purpose of the test method.

Request:
Refactor the affected code to eliminate the Duplicate Assert. Ensure the test remains correct, readable, and maintainable.","it('gets default classes when no options set', () => {
 expect(element.classList.length, 'element - only one class').toEqual(1);
 expect(target.classList.length, 'target - only one class').toEqual(1);
 const tether = new Tether({
 element: '.element',
 target: '.target',
 attachment: 'top left',
 targetAttachment: 'top right'
 });

 tether.enable();

 expect(element.classList.length, 'element - tether classes added').toEqual(12);
 expect(element).toHaveClass('tether-element');
 expect(element).not.toHaveClass('tether-target');

 expect(target.classList.length, 'target - tether classes added').toEqual(12);
 expect(target).toHaveClass('tether-target');
 expect(target).not.toHaveClass('tether-element');

 tether.destroy();

 expect(element.classList.length, 'element - destroy sets classes back to initial state').toEqual(1);
 expect(target.classList.length, 'target - destroy sets classes back to initial state').toEqual(1);
 });","    it('gets default classes when no options set', () => {
      expect(element.classList.length, 'element - only one class').toEqual(1);
      expect(target.classList.length, 'target - only one class').toEqual(1);
      const tether = new Tether({
      element: '.element',
      target: '.target',
      attachment: 'top left',
      targetAttachment: 'top right'
      });

      tether.enable();

      expect(element.classList).toContain('tether-element');
      expect(target.classList).toContain('tether-target');

      tether.destroy();

      expect(element.classList.length, 'element - destroy sets classes back to initial state').toEqual(1);
      expect(target.classList.length, 'target - destroy sets classes back to initial state').toEqual(1);
    });",TRUE,TRUE,FALSE,FALSE,FALSE,"Test Suites: 6 passed, 6 total
Tests: 66 passed, 66 total
Snapshots: 0 total
Time: 1.367 s, estimated 3 s","Statements : 67.87%
Branches : 50.26%
Functions : 81.42%
Lines : 67.79%","Test Suites: 6 passed, 6 total
Tests: 66 passed, 66 total
Snapshots: 0 total
Time: 1.408 s","Statements : 67.87%
Branches : 50.26%
Functions : 81.42%
Lines : 67.79%",
98,steel,shipshapecode/tether,/test/unit/tether.spec.js,Duplicate Assert,"{'line': 63, 'column': 6, 'index': 2092}",start: 46 end: 70,"Context: I'm refactoring test smells from a test file to improve code quality.
Issue Details:
- Test Smell Category: Duplicate Assert
- Smell Location:  Line : 64, column: 6, index: 2092
- Description:  This issue occurs when a test method verifies the same condition more than once within its scope, making the test harder to read and maintain. Identical assertions within the same method do not explicitly convey the purpose of the test method.

Request:
Refactor the affected code to eliminate the Duplicate Assert. Ensure the test remains correct, readable, and maintainable.","it('gets default classes when no options set', () => {
 expect(element.classList.length, 'element - only one class').toEqual(1);
 expect(target.classList.length, 'target - only one class').toEqual(1);
 const tether = new Tether({
 element: '.element',
 target: '.target',
 attachment: 'top left',
 targetAttachment: 'top right'
 });

 tether.enable();

 expect(element.classList.length, 'element - tether classes added').toEqual(12);
 expect(element).toHaveClass('tether-element');
 expect(element).not.toHaveClass('tether-target');

 expect(target.classList.length, 'target - tether classes added').toEqual(12);
 expect(target).toHaveClass('tether-target');
 expect(target).not.toHaveClass('tether-element');

 tether.destroy();

 expect(element.classList.length, 'element - destroy sets classes back to initial state').toEqual(1);
 expect(target.classList.length, 'target - destroy sets classes back to initial state').toEqual(1);
 });","    it('gets default classes when no options set', () => {
      expect(element.classList.length, 'element - only one class').toEqual(1);
      expect(target.classList.length, 'target - only one class').toEqual(1);
      const tether = new Tether({
      element: '.element',
      target: '.target',
      attachment: 'top left',
      targetAttachment: 'top right'
      });

      tether.enable();

      expect(element.classList).toContain('tether-element');
      expect(target.classList).toContain('tether-target');

      tether.destroy();

      expect(element.classList.length, 'element - destroy sets classes back to initial state').toEqual(1);
      expect(target.classList.length, 'target - destroy sets classes back to initial state').toEqual(1);
    });
",TRUE,TRUE,FALSE,FALSE,FALSE,"Test Suites: 6 passed, 6 total
Tests: 66 passed, 66 total
Snapshots: 0 total
Time: 1.367 s, estimated 3 s","Statements : 67.87%
Branches : 50.26%
Functions : 81.42%
Lines : 67.79%","Test Suites: 6 passed, 6 total
Tests: 66 passed, 66 total
Snapshots: 0 total
Time: 1.481 s","Statements : 67.87%
Branches : 50.26%
Functions : 81.42%
Lines : 67.79%",
99,steel,shipshapecode/tether,/test/unit/tether.spec.js,Duplicate Assert,"{'line': 64, 'column': 6, 'index': 2143}",start: 46 end: 70,"Context: I'm refactoring test smells from a test file to improve code quality.
Issue Details:
- Test Smell Category: Duplicate Assert
- Smell Location:  Line : 65, column: 6, index: 2143
- Description:  This issue occurs when a test method verifies the same condition more than once within its scope, making the test harder to read and maintain. Identical assertions within the same method do not explicitly convey the purpose of the test method.

Request:
Refactor the affected code to eliminate the Duplicate Assert. Ensure the test remains correct, readable, and maintainable.","it('gets default classes when no options set', () => {
 expect(element.classList.length, 'element - only one class').toEqual(1);
 expect(target.classList.length, 'target - only one class').toEqual(1);
 const tether = new Tether({
 element: '.element',
 target: '.target',
 attachment: 'top left',
 targetAttachment: 'top right'
 });

 tether.enable();

 expect(element.classList.length, 'element - tether classes added').toEqual(12);
 expect(element).toHaveClass('tether-element');
 expect(element).not.toHaveClass('tether-target');

 expect(target.classList.length, 'target - tether classes added').toEqual(12);
 expect(target).toHaveClass('tether-target');
 expect(target).not.toHaveClass('tether-element');

 tether.destroy();

 expect(element.classList.length, 'element - destroy sets classes back to initial state').toEqual(1);
 expect(target.classList.length, 'target - destroy sets classes back to initial state').toEqual(1);
 });","    it('gets default classes when no options set', () => {
      expect(element.classList.length, 'element - only one class').toEqual(1);
      expect(target.classList.length, 'target - only one class').toEqual(1);
      const tether = new Tether({
      element: '.element',
      target: '.target',
      attachment: 'top left',
      targetAttachment: 'top right'
      });

      tether.enable();

      expect(element.classList).toContain('tether-element');
      expect(target.classList).toContain('tether-target');

      tether.destroy();

      expect(element.classList.length, 'element - destroy sets classes back to initial state').toEqual(1);
      expect(target.classList.length, 'target - destroy sets classes back to initial state').toEqual(1);
    });",TRUE,TRUE,FALSE,FALSE,FALSE,"Test Suites: 6 passed, 6 total
Tests: 66 passed, 66 total
Snapshots: 0 total
Time: 1.367 s, estimated 3 s","Statements : 67.87%
Branches : 50.26%
Functions : 81.42%
Lines : 67.79%","Test Suites: 6 passed, 6 total
Tests: 66 passed, 66 total
Snapshots: 0 total
Time: 1.436 s","Statements : 67.87%
Branches : 50.26%
Functions : 81.42%
Lines : 67.79%",
100,steel,shipshapecode/tether,/test/unit/tether.spec.js,Duplicate Assert,"{'line': 86, 'column': 6, 'index': 2969}",start: 72 end: 97,"Context: I'm refactoring test smells from a test file to improve code quality.
Issue Details:
- Test Smell Category: Duplicate Assert
- Smell Location:  Line : 87, column: 6, index: 2969
- Description:  This issue occurs when a test method verifies the same condition more than once within its scope, making the test harder to read and maintain. Identical assertions within the same method do not explicitly convey the purpose of the test method.

Request:
Refactor the affected code to eliminate the Duplicate Assert. Ensure the test remains correct, readable, and maintainable.","it('gets prefixed classes when classPrefix set', () => {
 expect(element.classList.length, 'element - only one class').toEqual(1);
 expect(target.classList.length, 'target - only one class').toEqual(1);
 const tether = new Tether({
 element: '.element',
 target: '.target',
 attachment: 'top left',
 targetAttachment: 'top right',
 classPrefix: 'foo'
 });

 tether.enable();

 expect(element.classList.length, 'element - foo classes added').toEqual(12);
 expect(element).toHaveClass('foo-element');
 expect(element).not.toHaveClass('foo-target');

 expect(target.classList.length, 'target - foo classes added').toEqual(12);
 expect(target).toHaveClass('foo-target');
 expect(target).not.toHaveClass('foo-element');

 tether.destroy();

 expect(element.classList.length, 'element - destroy sets classes back to initial state').toEqual(1);
 expect(target.classList.length, 'target - destroy sets classes back to initial state').toEqual(1);
 });","    it('gets prefixed classes when classPrefix set', () => {
      expect(element.classList.length, 'element - only one class').toEqual(1);
      expect(target.classList.length, 'target - only one class').toEqual(1);
      const tether = new Tether({
      element: '.element',
      target: '.target',
      attachment: 'top left',
      targetAttachment: 'top right',
      classPrefix: 'foo'
      });

      tether.enable();

      const elementClasses = Array.from(element.classList);
      const targetClasses = Array.from(target.classList);

      expect(elementClasses, 'element - foo classes added').toContain('foo-element');
      expect(elementClasses, 'element - foo classes added').not.toContain('foo-target');

      expect(targetClasses, 'target - foo classes added').toContain('foo-target');
      expect(targetClasses, 'target - foo classes added').not.toContain('foo-element');

      tether.destroy();

      expect(element.classList.length, 'element - destroy sets classes back to initial state').toEqual(1);
      expect(target.classList.length, 'target - destroy sets classes back to initial state').toEqual(1);
    });",TRUE,FALSE,FALSE,FALSE,FALSE,"Test Suites: 6 passed, 6 total
Tests: 66 passed, 66 total
Snapshots: 0 total
Time: 1.367 s, estimated 3 s","Statements : 67.87%
Branches : 50.26%
Functions : 81.42%
Lines : 67.79%","Test Suites: 6 passed, 6 total
Tests: 66 passed, 66 total
Snapshots: 0 total
Time: 1.584 s","Statements : 67.87%
Branches : 50.26%
Functions : 81.42%
Lines : 67.79%",
